news,userID,timesShared
BuzzfeedNews40,BuzzfeedUser39,1
BuzzfeedNews70,BuzzfeedUser40,1
BuzzfeedNews14,BuzzfeedUser41,1
BuzzfeedNews103,BuzzfeedUser42,1
BuzzfeedNews86,BuzzfeedUser43,1
BuzzfeedNews135,BuzzfeedUser44,1
BuzzfeedNews138,BuzzfeedUser45,1
BuzzfeedNews40,BuzzfeedUser46,1
BuzzfeedNews16,BuzzfeedUser47,1
BuzzfeedNews40,BuzzfeedUser47,1
BuzzfeedNews61,BuzzfeedUser47,1
BuzzfeedNews160,BuzzfeedUser48,1
BuzzfeedNews166,BuzzfeedUser48,1
BuzzfeedNews26,BuzzfeedUser49,1
BuzzfeedNews40,BuzzfeedUser50,1
BuzzfeedNews37,BuzzfeedUser51,1
BuzzfeedNews57,BuzzfeedUser51,1
BuzzfeedNews70,BuzzfeedUser51,1
BuzzfeedNews86,BuzzfeedUser51,1
BuzzfeedNews107,BuzzfeedUser51,1
BuzzfeedNews130,BuzzfeedUser51,1
BuzzfeedNews142,BuzzfeedUser51,1
BuzzfeedNews148,BuzzfeedUser51,1
BuzzfeedNews41,BuzzfeedUser52,1
BuzzfeedNews150,BuzzfeedUser53,1
BuzzfeedNews9,BuzzfeedUser54,1
BuzzfeedNews76,BuzzfeedUser55,1
BuzzfeedNews74,BuzzfeedUser56,1
BuzzfeedNews179,BuzzfeedUser57,1
BuzzfeedNews181,BuzzfeedUser57,1
BuzzfeedNews26,BuzzfeedUser58,1
BuzzfeedNews39,BuzzfeedUser59,1
BuzzfeedNews25,BuzzfeedUser60,1
BuzzfeedNews91,BuzzfeedUser61,1
BuzzfeedNews90,BuzzfeedUser62,1
BuzzfeedNews91,BuzzfeedUser63,1
BuzzfeedNews86,BuzzfeedUser64,1
BuzzfeedNews26,BuzzfeedUser65,1
BuzzfeedNews49,BuzzfeedUser66,1
BuzzfeedNews4,BuzzfeedUser67,1
BuzzfeedNews40,BuzzfeedUser67,1
BuzzfeedNews51,BuzzfeedUser67,1
BuzzfeedNews166,BuzzfeedUser68,1
BuzzfeedNews179,BuzzfeedUser68,1
BuzzfeedNews56,BuzzfeedUser69,1
BuzzfeedNews32,BuzzfeedUser70,1
BuzzfeedNews77,BuzzfeedUser71,1
BuzzfeedNews148,BuzzfeedUser72,1
BuzzfeedNews56,BuzzfeedUser73,1
BuzzfeedNews70,BuzzfeedUser74,1
BuzzfeedNews103,BuzzfeedUser74,1
BuzzfeedNews138,BuzzfeedUser74,1
BuzzfeedNews150,BuzzfeedUser75,1
BuzzfeedNews70,BuzzfeedUser76,1
BuzzfeedNews166,BuzzfeedUser77,1
BuzzfeedNews133,BuzzfeedUser78,1
BuzzfeedNews130,BuzzfeedUser79,1
BuzzfeedNews118,BuzzfeedUser80,1
BuzzfeedNews108,BuzzfeedUser81,1
BuzzfeedNews146,BuzzfeedUser82,1
BuzzfeedNews150,BuzzfeedUser82,1
BuzzfeedNews166,BuzzfeedUser83,1
BuzzfeedNews24,BuzzfeedUser84,1
BuzzfeedNews171,BuzzfeedUser85,1
BuzzfeedNews23,BuzzfeedUser86,1
BuzzfeedNews91,BuzzfeedUser87,1
BuzzfeedNews135,BuzzfeedUser88,1
BuzzfeedNews170,BuzzfeedUser88,1
BuzzfeedNews179,BuzzfeedUser88,1
BuzzfeedNews146,BuzzfeedUser89,1
BuzzfeedNews26,BuzzfeedUser90,1
BuzzfeedNews143,BuzzfeedUser91,1
BuzzfeedNews61,BuzzfeedUser92,1
BuzzfeedNews97,BuzzfeedUser93,1
BuzzfeedNews116,BuzzfeedUser93,1
BuzzfeedNews133,BuzzfeedUser93,1
BuzzfeedNews137,BuzzfeedUser93,1
BuzzfeedNews138,BuzzfeedUser93,1
BuzzfeedNews150,BuzzfeedUser94,1
BuzzfeedNews103,BuzzfeedUser95,2
BuzzfeedNews106,BuzzfeedUser95,1
BuzzfeedNews135,BuzzfeedUser95,1
BuzzfeedNews170,BuzzfeedUser95,2
BuzzfeedNews103,BuzzfeedUser96,1
BuzzfeedNews136,BuzzfeedUser96,1
BuzzfeedNews106,BuzzfeedUser96,1
BuzzfeedNews119,BuzzfeedUser96,1
BuzzfeedNews122,BuzzfeedUser96,1
BuzzfeedNews135,BuzzfeedUser96,2
BuzzfeedNews139,BuzzfeedUser96,1
BuzzfeedNews179,BuzzfeedUser96,1
BuzzfeedNews56,BuzzfeedUser97,1
BuzzfeedNews40,BuzzfeedUser98,1
BuzzfeedNews108,BuzzfeedUser99,1
BuzzfeedNews40,BuzzfeedUser100,1
BuzzfeedNews150,BuzzfeedUser101,1
BuzzfeedNews150,BuzzfeedUser102,1
BuzzfeedNews179,BuzzfeedUser103,1
BuzzfeedNews56,BuzzfeedUser104,1
BuzzfeedNews26,BuzzfeedUser105,1
BuzzfeedNews139,BuzzfeedUser106,1
BuzzfeedNews135,BuzzfeedUser107,3
BuzzfeedNews166,BuzzfeedUser107,1
BuzzfeedNews179,BuzzfeedUser107,5
BuzzfeedNews181,BuzzfeedUser107,2
BuzzfeedNews150,BuzzfeedUser108,1
BuzzfeedNews166,BuzzfeedUser109,1
BuzzfeedNews179,BuzzfeedUser109,1
BuzzfeedNews41,BuzzfeedUser110,1
BuzzfeedNews16,BuzzfeedUser111,1
BuzzfeedNews146,BuzzfeedUser111,1
BuzzfeedNews26,BuzzfeedUser112,1
BuzzfeedNews120,BuzzfeedUser113,1
BuzzfeedNews81,BuzzfeedUser114,1
BuzzfeedNews166,BuzzfeedUser115,1
BuzzfeedNews166,BuzzfeedUser116,1
BuzzfeedNews70,BuzzfeedUser117,1
BuzzfeedNews166,BuzzfeedUser117,1
BuzzfeedNews181,BuzzfeedUser117,1
BuzzfeedNews102,BuzzfeedUser118,1
BuzzfeedNews112,BuzzfeedUser119,1
BuzzfeedNews115,BuzzfeedUser119,1
BuzzfeedNews138,BuzzfeedUser119,1
BuzzfeedNews120,BuzzfeedUser120,1
BuzzfeedNews150,BuzzfeedUser121,1
BuzzfeedNews70,BuzzfeedUser122,1
BuzzfeedNews179,BuzzfeedUser123,1
BuzzfeedNews36,BuzzfeedUser124,1
BuzzfeedNews40,BuzzfeedUser125,4
BuzzfeedNews16,BuzzfeedUser126,1
BuzzfeedNews80,BuzzfeedUser127,1
BuzzfeedNews81,BuzzfeedUser128,1
BuzzfeedNews70,BuzzfeedUser129,1
BuzzfeedNews91,BuzzfeedUser129,1
BuzzfeedNews118,BuzzfeedUser130,1
BuzzfeedNews40,BuzzfeedUser131,1
BuzzfeedNews54,BuzzfeedUser132,1
BuzzfeedNews102,BuzzfeedUser132,1
BuzzfeedNews139,BuzzfeedUser132,1
BuzzfeedNews25,BuzzfeedUser133,1
BuzzfeedNews69,BuzzfeedUser133,1
BuzzfeedNews70,BuzzfeedUser133,1
BuzzfeedNews86,BuzzfeedUser133,1
BuzzfeedNews150,BuzzfeedUser133,1
BuzzfeedNews16,BuzzfeedUser134,1
BuzzfeedNews40,BuzzfeedUser134,1
BuzzfeedNews61,BuzzfeedUser134,1
BuzzfeedNews26,BuzzfeedUser135,1
BuzzfeedNews135,BuzzfeedUser136,1
BuzzfeedNews166,BuzzfeedUser136,7
BuzzfeedNews86,BuzzfeedUser137,1
BuzzfeedNews150,BuzzfeedUser138,1
BuzzfeedNews26,BuzzfeedUser139,1
BuzzfeedNews150,BuzzfeedUser140,1
BuzzfeedNews81,BuzzfeedUser141,1
BuzzfeedNews70,BuzzfeedUser142,1
BuzzfeedNews76,BuzzfeedUser143,1
BuzzfeedNews7,BuzzfeedUser144,1
BuzzfeedNews14,BuzzfeedUser144,1
BuzzfeedNews10,BuzzfeedUser145,1
BuzzfeedNews65,BuzzfeedUser146,1
BuzzfeedNews56,BuzzfeedUser147,1
BuzzfeedNews137,BuzzfeedUser148,1
BuzzfeedNews118,BuzzfeedUser149,1
BuzzfeedNews166,BuzzfeedUser150,1
BuzzfeedNews5,BuzzfeedUser151,1
BuzzfeedNews135,BuzzfeedUser152,1
BuzzfeedNews86,BuzzfeedUser153,1
BuzzfeedNews125,BuzzfeedUser154,1
BuzzfeedNews10,BuzzfeedUser155,1
BuzzfeedNews41,BuzzfeedUser156,1
BuzzfeedNews166,BuzzfeedUser157,1
BuzzfeedNews2,BuzzfeedUser158,1
BuzzfeedNews14,BuzzfeedUser158,1
BuzzfeedNews36,BuzzfeedUser158,1
BuzzfeedNews37,BuzzfeedUser158,1
BuzzfeedNews120,BuzzfeedUser159,1
BuzzfeedNews179,BuzzfeedUser160,1
BuzzfeedNews86,BuzzfeedUser161,1
BuzzfeedNews45,BuzzfeedUser162,1
BuzzfeedNews56,BuzzfeedUser162,2
BuzzfeedNews24,BuzzfeedUser162,1
BuzzfeedNews88,BuzzfeedUser162,1
BuzzfeedNews103,BuzzfeedUser162,1
BuzzfeedNews133,BuzzfeedUser162,1
BuzzfeedNews170,BuzzfeedUser162,3
BuzzfeedNews174,BuzzfeedUser162,1
BuzzfeedNews59,BuzzfeedUser163,1
BuzzfeedNews86,BuzzfeedUser164,1
BuzzfeedNews76,BuzzfeedUser165,1
BuzzfeedNews103,BuzzfeedUser166,1
BuzzfeedNews103,BuzzfeedUser167,1
BuzzfeedNews167,BuzzfeedUser168,1
BuzzfeedNews135,BuzzfeedUser169,1
BuzzfeedNews103,BuzzfeedUser170,1
BuzzfeedNews135,BuzzfeedUser170,1
BuzzfeedNews52,BuzzfeedUser171,1
BuzzfeedNews103,BuzzfeedUser172,1
BuzzfeedNews179,BuzzfeedUser173,1
BuzzfeedNews41,BuzzfeedUser174,1
BuzzfeedNews88,BuzzfeedUser175,1
BuzzfeedNews103,BuzzfeedUser175,1
BuzzfeedNews150,BuzzfeedUser176,1
BuzzfeedNews86,BuzzfeedUser177,1
BuzzfeedNews9,BuzzfeedUser178,1
BuzzfeedNews150,BuzzfeedUser179,1
BuzzfeedNews135,BuzzfeedUser180,1
BuzzfeedNews52,BuzzfeedUser181,1
BuzzfeedNews16,BuzzfeedUser182,1
BuzzfeedNews41,BuzzfeedUser182,2
BuzzfeedNews53,BuzzfeedUser182,1
BuzzfeedNews61,BuzzfeedUser182,1
BuzzfeedNews150,BuzzfeedUser183,1
BuzzfeedNews152,BuzzfeedUser183,1
BuzzfeedNews25,BuzzfeedUser184,3
BuzzfeedNews26,BuzzfeedUser184,1
BuzzfeedNews88,BuzzfeedUser185,1
BuzzfeedNews56,BuzzfeedUser186,1
BuzzfeedNews167,BuzzfeedUser187,1
BuzzfeedNews86,BuzzfeedUser188,1
BuzzfeedNews40,BuzzfeedUser189,1
BuzzfeedNews12,BuzzfeedUser190,1
BuzzfeedNews166,BuzzfeedUser191,2
BuzzfeedNews12,BuzzfeedUser192,1
BuzzfeedNews45,BuzzfeedUser192,1
BuzzfeedNews37,BuzzfeedUser192,2
BuzzfeedNews46,BuzzfeedUser192,1
BuzzfeedNews71,BuzzfeedUser192,1
BuzzfeedNews79,BuzzfeedUser192,1
BuzzfeedNews150,BuzzfeedUser193,1
BuzzfeedNews121,BuzzfeedUser194,1
BuzzfeedNews40,BuzzfeedUser195,1
BuzzfeedNews10,BuzzfeedUser196,1
BuzzfeedNews5,BuzzfeedUser197,1
BuzzfeedNews106,BuzzfeedUser198,1
BuzzfeedNews115,BuzzfeedUser198,1
BuzzfeedNews133,BuzzfeedUser198,1
BuzzfeedNews91,BuzzfeedUser199,1
BuzzfeedNews88,BuzzfeedUser200,1
BuzzfeedNews108,BuzzfeedUser201,1
BuzzfeedNews52,BuzzfeedUser202,1
BuzzfeedNews37,BuzzfeedUser203,1
BuzzfeedNews150,BuzzfeedUser204,1
BuzzfeedNews41,BuzzfeedUser205,1
BuzzfeedNews180,BuzzfeedUser206,1
BuzzfeedNews170,BuzzfeedUser207,1
BuzzfeedNews40,BuzzfeedUser208,1
BuzzfeedNews181,BuzzfeedUser209,1
BuzzfeedNews8,BuzzfeedUser210,1
BuzzfeedNews125,BuzzfeedUser211,1
BuzzfeedNews10,BuzzfeedUser212,1
BuzzfeedNews37,BuzzfeedUser213,1
BuzzfeedNews91,BuzzfeedUser213,1
BuzzfeedNews70,BuzzfeedUser214,1
BuzzfeedNews135,BuzzfeedUser215,1
BuzzfeedNews135,BuzzfeedUser216,1
BuzzfeedNews91,BuzzfeedUser217,1
BuzzfeedNews181,BuzzfeedUser218,1
BuzzfeedNews170,BuzzfeedUser219,1
BuzzfeedNews97,BuzzfeedUser220,1
BuzzfeedNews108,BuzzfeedUser220,1
BuzzfeedNews120,BuzzfeedUser220,1
BuzzfeedNews135,BuzzfeedUser220,2
BuzzfeedNews166,BuzzfeedUser220,1
BuzzfeedNews150,BuzzfeedUser221,1
BuzzfeedNews150,BuzzfeedUser222,1
BuzzfeedNews121,BuzzfeedUser223,1
BuzzfeedNews40,BuzzfeedUser224,1
BuzzfeedNews170,BuzzfeedUser225,1
BuzzfeedNews157,BuzzfeedUser226,1
BuzzfeedNews26,BuzzfeedUser227,1
BuzzfeedNews135,BuzzfeedUser228,1
BuzzfeedNews160,BuzzfeedUser229,1
BuzzfeedNews150,BuzzfeedUser230,1
BuzzfeedNews37,BuzzfeedUser231,2
BuzzfeedNews105,BuzzfeedUser232,1
BuzzfeedNews26,BuzzfeedUser233,1
BuzzfeedNews135,BuzzfeedUser234,1
BuzzfeedNews180,BuzzfeedUser235,1
BuzzfeedNews166,BuzzfeedUser236,1
BuzzfeedNews40,BuzzfeedUser237,1
BuzzfeedNews17,BuzzfeedUser238,1
BuzzfeedNews26,BuzzfeedUser239,1
BuzzfeedNews70,BuzzfeedUser240,1
BuzzfeedNews63,BuzzfeedUser241,1
BuzzfeedNews40,BuzzfeedUser242,1
BuzzfeedNews179,BuzzfeedUser243,2
BuzzfeedNews2,BuzzfeedUser244,1
BuzzfeedNews91,BuzzfeedUser245,1
BuzzfeedNews133,BuzzfeedUser246,2
BuzzfeedNews103,BuzzfeedUser247,1
BuzzfeedNews135,BuzzfeedUser247,4
BuzzfeedNews26,BuzzfeedUser248,1
BuzzfeedNews86,BuzzfeedUser249,1
BuzzfeedNews150,BuzzfeedUser250,1
BuzzfeedNews137,BuzzfeedUser251,1
BuzzfeedNews131,BuzzfeedUser252,1
BuzzfeedNews105,BuzzfeedUser253,1
BuzzfeedNews76,BuzzfeedUser254,1
BuzzfeedNews146,BuzzfeedUser254,1
BuzzfeedNews160,BuzzfeedUser255,1
BuzzfeedNews93,BuzzfeedUser256,1
BuzzfeedNews146,BuzzfeedUser257,1
BuzzfeedNews26,BuzzfeedUser258,1
BuzzfeedNews103,BuzzfeedUser258,2
BuzzfeedNews97,BuzzfeedUser258,1
BuzzfeedNews108,BuzzfeedUser258,3
BuzzfeedNews135,BuzzfeedUser258,1
BuzzfeedNews170,BuzzfeedUser258,4
BuzzfeedNews91,BuzzfeedUser259,1
BuzzfeedNews40,BuzzfeedUser260,1
BuzzfeedNews40,BuzzfeedUser261,1
BuzzfeedNews53,BuzzfeedUser261,1
BuzzfeedNews61,BuzzfeedUser261,1
BuzzfeedNews63,BuzzfeedUser261,1
BuzzfeedNews71,BuzzfeedUser261,1
BuzzfeedNews181,BuzzfeedUser262,1
BuzzfeedNews148,BuzzfeedUser263,1
BuzzfeedNews5,BuzzfeedUser264,1
BuzzfeedNews118,BuzzfeedUser265,1
BuzzfeedNews121,BuzzfeedUser266,1
BuzzfeedNews148,BuzzfeedUser267,1
BuzzfeedNews70,BuzzfeedUser268,1
BuzzfeedNews101,BuzzfeedUser269,1
BuzzfeedNews179,BuzzfeedUser270,1
BuzzfeedNews120,BuzzfeedUser271,2
BuzzfeedNews166,BuzzfeedUser272,1
BuzzfeedNews9,BuzzfeedUser273,1
BuzzfeedNews10,BuzzfeedUser273,1
BuzzfeedNews86,BuzzfeedUser274,1
BuzzfeedNews91,BuzzfeedUser275,1
BuzzfeedNews179,BuzzfeedUser276,1
BuzzfeedNews40,BuzzfeedUser277,2
BuzzfeedNews91,BuzzfeedUser278,1
BuzzfeedNews103,BuzzfeedUser279,1
BuzzfeedNews181,BuzzfeedUser280,1
BuzzfeedNews40,BuzzfeedUser281,1
BuzzfeedNews121,BuzzfeedUser282,1
BuzzfeedNews70,BuzzfeedUser283,2
BuzzfeedNews152,BuzzfeedUser283,2
BuzzfeedNews148,BuzzfeedUser284,1
BuzzfeedNews88,BuzzfeedUser285,1
BuzzfeedNews26,BuzzfeedUser286,1
BuzzfeedNews8,BuzzfeedUser287,1
BuzzfeedNews26,BuzzfeedUser288,1
BuzzfeedNews146,BuzzfeedUser289,1
BuzzfeedNews150,BuzzfeedUser290,1
BuzzfeedNews8,BuzzfeedUser291,1
BuzzfeedNews23,BuzzfeedUser292,1
BuzzfeedNews45,BuzzfeedUser292,1
BuzzfeedNews67,BuzzfeedUser292,1
BuzzfeedNews89,BuzzfeedUser292,1
BuzzfeedNews28,BuzzfeedUser292,1
BuzzfeedNews37,BuzzfeedUser292,2
BuzzfeedNews47,BuzzfeedUser292,1
BuzzfeedNews53,BuzzfeedUser292,1
BuzzfeedNews69,BuzzfeedUser292,1
BuzzfeedNews71,BuzzfeedUser292,1
BuzzfeedNews79,BuzzfeedUser292,1
BuzzfeedNews85,BuzzfeedUser292,1
BuzzfeedNews61,BuzzfeedUser293,1
BuzzfeedNews125,BuzzfeedUser294,1
BuzzfeedNews37,BuzzfeedUser295,1
BuzzfeedNews26,BuzzfeedUser296,1
BuzzfeedNews131,BuzzfeedUser297,1
BuzzfeedNews26,BuzzfeedUser298,1
BuzzfeedNews26,BuzzfeedUser299,1
BuzzfeedNews108,BuzzfeedUser300,1
BuzzfeedNews136,BuzzfeedUser301,1
BuzzfeedNews26,BuzzfeedUser302,1
BuzzfeedNews75,BuzzfeedUser303,1
BuzzfeedNews166,BuzzfeedUser304,1
BuzzfeedNews41,BuzzfeedUser305,1
BuzzfeedNews167,BuzzfeedUser306,1
BuzzfeedNews130,BuzzfeedUser307,1
BuzzfeedNews165,BuzzfeedUser307,1
BuzzfeedNews56,BuzzfeedUser308,1
BuzzfeedNews125,BuzzfeedUser309,1
BuzzfeedNews150,BuzzfeedUser310,1
BuzzfeedNews69,BuzzfeedUser311,1
BuzzfeedNews82,BuzzfeedUser311,2
BuzzfeedNews84,BuzzfeedUser311,1
BuzzfeedNews91,BuzzfeedUser311,2
BuzzfeedNews75,BuzzfeedUser312,1
BuzzfeedNews102,BuzzfeedUser313,3
BuzzfeedNews179,BuzzfeedUser313,1
BuzzfeedNews146,BuzzfeedUser314,1
BuzzfeedNews26,BuzzfeedUser315,1
BuzzfeedNews91,BuzzfeedUser316,1
BuzzfeedNews81,BuzzfeedUser317,1
BuzzfeedNews120,BuzzfeedUser318,1
BuzzfeedNews26,BuzzfeedUser319,1
BuzzfeedNews167,BuzzfeedUser320,1
BuzzfeedNews121,BuzzfeedUser321,1
BuzzfeedNews37,BuzzfeedUser322,2
BuzzfeedNews138,BuzzfeedUser323,1
BuzzfeedNews137,BuzzfeedUser324,1
BuzzfeedNews139,BuzzfeedUser324,1
BuzzfeedNews166,BuzzfeedUser324,1
BuzzfeedNews26,BuzzfeedUser325,1
BuzzfeedNews150,BuzzfeedUser326,1
BuzzfeedNews106,BuzzfeedUser327,1
BuzzfeedNews119,BuzzfeedUser327,1
BuzzfeedNews137,BuzzfeedUser327,1
BuzzfeedNews179,BuzzfeedUser328,1
BuzzfeedNews179,BuzzfeedUser329,1
BuzzfeedNews32,BuzzfeedUser330,1
BuzzfeedNews84,BuzzfeedUser330,1
BuzzfeedNews91,BuzzfeedUser331,1
BuzzfeedNews130,BuzzfeedUser332,1
BuzzfeedNews52,BuzzfeedUser333,1
BuzzfeedNews37,BuzzfeedUser334,1
BuzzfeedNews125,BuzzfeedUser335,2
BuzzfeedNews135,BuzzfeedUser335,2
BuzzfeedNews170,BuzzfeedUser335,2
BuzzfeedNews182,BuzzfeedUser335,1
BuzzfeedNews181,BuzzfeedUser336,1
BuzzfeedNews26,BuzzfeedUser337,1
BuzzfeedNews3,BuzzfeedUser338,1
BuzzfeedNews16,BuzzfeedUser339,1
BuzzfeedNews40,BuzzfeedUser339,1
BuzzfeedNews61,BuzzfeedUser339,1
BuzzfeedNews5,BuzzfeedUser340,1
BuzzfeedNews150,BuzzfeedUser341,1
BuzzfeedNews150,BuzzfeedUser342,1
BuzzfeedNews37,BuzzfeedUser343,1
BuzzfeedNews118,BuzzfeedUser344,1
BuzzfeedNews146,BuzzfeedUser345,1
BuzzfeedNews71,BuzzfeedUser346,1
BuzzfeedNews86,BuzzfeedUser347,1
BuzzfeedNews45,BuzzfeedUser348,1
BuzzfeedNews89,BuzzfeedUser348,1
BuzzfeedNews37,BuzzfeedUser348,1
BuzzfeedNews146,BuzzfeedUser349,1
BuzzfeedNews16,BuzzfeedUser350,1
BuzzfeedNews53,BuzzfeedUser350,1
BuzzfeedNews61,BuzzfeedUser350,1
BuzzfeedNews63,BuzzfeedUser350,1
BuzzfeedNews70,BuzzfeedUser351,1
BuzzfeedNews170,BuzzfeedUser352,1
BuzzfeedNews133,BuzzfeedUser353,1
BuzzfeedNews135,BuzzfeedUser353,2
BuzzfeedNews40,BuzzfeedUser354,1
BuzzfeedNews26,BuzzfeedUser355,1
BuzzfeedNews103,BuzzfeedUser356,1
BuzzfeedNews103,BuzzfeedUser357,1
BuzzfeedNews180,BuzzfeedUser357,2
BuzzfeedNews106,BuzzfeedUser357,1
BuzzfeedNews137,BuzzfeedUser357,2
BuzzfeedNews91,BuzzfeedUser358,1
BuzzfeedNews121,BuzzfeedUser359,1
BuzzfeedNews79,BuzzfeedUser360,1
BuzzfeedNews86,BuzzfeedUser360,1
BuzzfeedNews179,BuzzfeedUser361,1
BuzzfeedNews135,BuzzfeedUser362,1
BuzzfeedNews103,BuzzfeedUser363,1
BuzzfeedNews54,BuzzfeedUser364,1
BuzzfeedNews120,BuzzfeedUser364,1
BuzzfeedNews41,BuzzfeedUser365,1
BuzzfeedNews172,BuzzfeedUser366,1
BuzzfeedNews103,BuzzfeedUser367,1
BuzzfeedNews137,BuzzfeedUser367,1
BuzzfeedNews75,BuzzfeedUser368,1
BuzzfeedNews26,BuzzfeedUser369,1
BuzzfeedNews52,BuzzfeedUser370,1
BuzzfeedNews91,BuzzfeedUser371,1
BuzzfeedNews99,BuzzfeedUser372,1
BuzzfeedNews137,BuzzfeedUser372,1
BuzzfeedNews88,BuzzfeedUser373,1
BuzzfeedNews135,BuzzfeedUser373,1
BuzzfeedNews40,BuzzfeedUser374,1
BuzzfeedNews38,BuzzfeedUser375,1
BuzzfeedNews102,BuzzfeedUser375,1
BuzzfeedNews133,BuzzfeedUser375,1
BuzzfeedNews139,BuzzfeedUser375,1
BuzzfeedNews2,BuzzfeedUser376,1
BuzzfeedNews37,BuzzfeedUser377,1
BuzzfeedNews40,BuzzfeedUser377,1
BuzzfeedNews121,BuzzfeedUser378,1
BuzzfeedNews24,BuzzfeedUser379,1
BuzzfeedNews150,BuzzfeedUser380,1
BuzzfeedNews179,BuzzfeedUser381,1
BuzzfeedNews170,BuzzfeedUser382,2
BuzzfeedNews158,BuzzfeedUser383,1
BuzzfeedNews98,BuzzfeedUser383,1
BuzzfeedNews9,BuzzfeedUser384,1
BuzzfeedNews135,BuzzfeedUser385,1
BuzzfeedNews120,BuzzfeedUser386,1
BuzzfeedNews40,BuzzfeedUser387,2
BuzzfeedNews105,BuzzfeedUser388,1
BuzzfeedNews106,BuzzfeedUser389,1
BuzzfeedNews103,BuzzfeedUser390,1
BuzzfeedNews52,BuzzfeedUser391,1
BuzzfeedNews170,BuzzfeedUser392,2
BuzzfeedNews108,BuzzfeedUser393,1
BuzzfeedNews16,BuzzfeedUser394,1
BuzzfeedNews40,BuzzfeedUser394,1
BuzzfeedNews61,BuzzfeedUser394,1
BuzzfeedNews119,BuzzfeedUser395,1
BuzzfeedNews86,BuzzfeedUser396,1
BuzzfeedNews52,BuzzfeedUser397,1
BuzzfeedNews86,BuzzfeedUser397,2
BuzzfeedNews146,BuzzfeedUser398,1
BuzzfeedNews149,BuzzfeedUser398,1
BuzzfeedNews58,BuzzfeedUser399,9
BuzzfeedNews121,BuzzfeedUser400,1
BuzzfeedNews150,BuzzfeedUser401,1
BuzzfeedNews133,BuzzfeedUser402,1
BuzzfeedNews52,BuzzfeedUser403,1
BuzzfeedNews103,BuzzfeedUser404,1
BuzzfeedNews179,BuzzfeedUser404,1
BuzzfeedNews40,BuzzfeedUser405,1
BuzzfeedNews56,BuzzfeedUser406,1
BuzzfeedNews5,BuzzfeedUser407,1
BuzzfeedNews18,BuzzfeedUser408,1
BuzzfeedNews91,BuzzfeedUser408,1
BuzzfeedNews1,BuzzfeedUser409,1
BuzzfeedNews87,BuzzfeedUser409,1
BuzzfeedNews100,BuzzfeedUser409,1
BuzzfeedNews166,BuzzfeedUser409,1
BuzzfeedNews179,BuzzfeedUser410,1
BuzzfeedNews133,BuzzfeedUser411,1
BuzzfeedNews150,BuzzfeedUser412,1
BuzzfeedNews56,BuzzfeedUser413,1
BuzzfeedNews92,BuzzfeedUser414,1
BuzzfeedNews130,BuzzfeedUser414,1
BuzzfeedNews86,BuzzfeedUser415,1
BuzzfeedNews86,BuzzfeedUser416,1
BuzzfeedNews114,BuzzfeedUser417,1
BuzzfeedNews108,BuzzfeedUser418,1
BuzzfeedNews86,BuzzfeedUser419,1
BuzzfeedNews26,BuzzfeedUser420,1
