s,socialMediaURL,relatedAtom,inferredCredibility
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11286,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA20,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser28,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA21,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11287,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA22,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11288,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA23,0.854
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser27,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA24,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser26,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA25,0.097
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11289,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA26,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser25,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA27,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser24,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA28,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser23,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA29,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser22,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA30,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser32,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA31,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11290,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA32,0.062
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser31,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA33,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser30,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA34,0.962
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11291,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA35,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11292,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA36,0.854
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11293,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA37,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11294,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA38,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11295,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA39,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11296,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA40,0.654
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11297,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA41,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11298,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA42,0.02
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser39,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA43,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser38,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA44,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11299,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA45,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser37,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA46,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser36,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA47,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser35,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA48,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser34,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA49,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser33,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA50,0.486
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser43,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA51,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser42,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA52,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser41,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA53,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser12590,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA54,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser40,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA55,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11260,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA56,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser12592,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA57,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11261,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA58,0.029
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser12591,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA59,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11262,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA60,0.062
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser12594,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA61,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11263,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA62,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser12593,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA63,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11264,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA64,0.047
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser12596,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA65,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11265,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA66,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser12595,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA67,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11266,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA68,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser12598,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA69,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser49,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA70,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser48,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA71,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11267,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA72,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser12597,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA73,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser47,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA74,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11268,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA75,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser12599,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA76,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser46,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA77,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11269,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA78,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser45,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA79,0.078
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser44,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA80,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser54,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA81,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser53,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA82,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser52,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA83,0.854
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser51,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA84,0.515
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11270,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA85,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser50,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA86,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11271,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA87,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11272,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA88,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11273,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA89,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11274,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA90,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11275,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA91,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11276,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA92,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11277,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA93,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11278,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA94,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser59,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA95,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser58,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA96,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11279,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA97,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser57,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA98,0.047
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser56,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA99,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser55,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA100,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser65,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA101,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser64,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA102,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser63,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA103,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser62,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA104,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser61,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA105,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser12570,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA106,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser60,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA107,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11240,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA108,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser12572,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA109,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11241,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA110,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser12571,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA111,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11242,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA112,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser12574,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA113,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11243,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA114,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser12573,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA115,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11244,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA116,0.097
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser12576,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA117,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11245,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA118,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser12575,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA119,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11246,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA120,0.486
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser69,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA121,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser12578,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA122,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser68,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA123,0.047
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser12577,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA124,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11247,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA125,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser67,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA126,0.998
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11248,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA127,0.825
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser66,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA128,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11249,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA129,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser12579,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA130,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11239,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA131,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser76,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA132,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser75,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA133,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser74,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA134,0.348
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser73,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA135,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser72,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA136,0.225
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser12581,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA137,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser12580,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA138,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser71,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA139,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11250,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA140,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser12583,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA141,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser70,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA142,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11251,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA143,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11252,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA144,0.063
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser12582,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA145,0.854
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11253,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA146,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser12585,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA147,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser12584,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA148,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11254,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA149,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11255,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA150,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser12587,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA151,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11256,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA152,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser12586,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA153,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11257,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA154,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser12589,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA155,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser79,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA156,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11258,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA157,0.795
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser12588,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA158,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser78,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA159,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser11259,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA160,0.062
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser77,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA161,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser87,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA162,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser86,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA163,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser85,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA164,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser84,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA165,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser83,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA166,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser82,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA167,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser81,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA168,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser80,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA169,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser89,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA170,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser88,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA171,0.031
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser90,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA172,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser98,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA173,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser97,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA174,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser96,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA175,0.012
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser95,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA176,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser94,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA177,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser93,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA178,0.041
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser92,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA179,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser91,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA180,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser3809,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA181,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser3808,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA182,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser3807,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA183,0.854
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser3806,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA184,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser3805,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA185,0.097
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser3804,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA186,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser99,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA187,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser3803,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA188,0.097
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser3802,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA189,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser3801,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA190,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser3800,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA191,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser3819,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA192,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser3818,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA193,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser3817,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA194,1.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser3816,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA195,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser3815,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA196,0.0
https://nobias-project.eu/SocialMediaUser/BuzzfeedUser3814,https://twitter.com/,https://nobias-project.eu/RandomVariableAtom/RVA197,0.097
