rva,lastValue,convergenceNumber
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA234,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA235,0.063,34
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA236,1.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA237,0.966,26
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA238,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA239,0.795,31
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA240,1.0,7
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA241,0.976,33
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA242,1.0,3
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA243,0.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA244,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA245,0.0,7
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA246,0.949,31
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA247,1.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA248,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA249,1.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA250,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA251,0.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA252,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA253,0.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA254,1.0,10
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA255,0.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA256,1.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA257,0.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA258,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA259,0.021,30
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA260,1.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA261,0.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA262,0.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA263,0.0,7
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA264,1.0,4
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA265,0.795,31
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA266,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA267,0.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA268,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA269,1.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA270,0.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA271,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA272,0.997,22
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA273,0.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA274,0.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA275,0.031,34
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA276,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA277,0.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA278,0.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA279,1.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA280,0.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA281,0.901,31
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA282,1.0,10
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA283,0.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA284,1.0,6
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA285,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA286,0.0,3
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA287,1.0,5
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA288,1.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA289,0.0,4
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA290,0.097,33
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA291,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA292,0.052,31
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA293,0.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA294,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA295,0.0,7
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA296,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA297,0.795,31
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA298,0.026,34
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA299,0.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA300,0.0,6
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA301,1.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA302,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA303,0.097,33
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA304,0.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA305,0.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA306,0.996,25
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA307,0.0,5
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA308,0.321,10
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA309,0.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA310,0.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA311,0.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA312,1.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA313,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA314,0.16,32
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA315,1.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA316,1.0,6
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA317,0.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA318,0.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA319,0.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA320,0.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA321,0.0,7
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA322,1.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA323,0.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA324,0.486,6
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA325,1.0,4
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA326,1.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA327,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA328,1.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA329,0.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA330,0.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA331,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA332,0.097,33
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA333,0.047,34
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA334,0.031,34
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA335,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA336,0.047,34
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA337,0.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA338,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA339,0.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA340,0.0,9
