publisher,news,publisherURL,newsTitle,newsURL,groundTruth
https://nobias-project.eu/Publisher/Publisher3,https://nobias-project.eu/News/BuzzfeedNews74,http://addictinginfo.org,Watch Joe Biden Take Trump’s Own Words And Tear Him To SHREDS After Debate (VIDEO),http://addictinginfo.org/2016/09/27/watch-joe-biden-take-trumps-own-words-and-tear-him-to-shreds-after-debate-video/,0
https://nobias-project.eu/Publisher/Publisher3,https://nobias-project.eu/News/PolitifactNews66,http://addictinginfo.org,Howard Dean ROASTS Trump Over Debate Sniffles: ‘Coke User’? (TWEETS),http://addictinginfo.org/2016/09/27/howard-dean-roasts-trump-over-debate-sniffles-cocaine-user-tweets/,0.0
https://nobias-project.eu/Publisher/Publisher3,https://nobias-project.eu/News/PolitifactNews15,http://addictinginfo.org,Trump Calls For This Racist Policy To Be Forced On Every State,http://addictinginfo.org/2016/09/21/trump-calls-for-this-racist-policy-to-be-forced-on-every-state/,0.0
https://nobias-project.eu/Publisher/Publisher3,https://nobias-project.eu/News/PolitifactNews26,http://addictinginfo.org,"Trump Won’t Tell America Where His Products Are Made, So Here’s A Handy Guide (IMAGES)",http://addictinginfo.org/2016/09/26/trump-wont-tell-america-where-his-products-are-made-so-heres-a-handy-guide-images/,0.0
https://nobias-project.eu/Publisher/Publisher3,https://nobias-project.eu/News/PolitifactNews70,http://addictinginfo.org,Trump Gets ANNIHILATED On Twitter After He Pretends He Didn’t Just Trash Police Officers (TWEETS),http://addictinginfo.org/2016/09/19/trump-gets-annihilated-on-twitter-after-he-pretends-he-didnt-just-trash-police-officers-tweets/,0.0
https://nobias-project.eu/Publisher/Publisher3,https://nobias-project.eu/News/PolitifactNews90,http://addictinginfo.org,Hateful Arizona Pastor Deported From Botswana After Saying Gays Should Be ‘Stoned to Death’ (VIDEO),http://addictinginfo.org/2016/09/20/hateful-arizona-pastor-deported-from-botswana-after-saying-gays-should-be-stoned-to-death-video/,0.0
https://nobias-project.eu/Publisher/Publisher3,https://nobias-project.eu/News/PolitifactNews71,http://addictinginfo.org,"Good News Folks, God Is Now Protecting Donald Trump From A ‘Concentrated Satanic Attack’ (VIDEO)",http://addictinginfo.org/2016/09/23/good-news-folks-god-is-now-protecting-donald-trump-from-a-concentrated-satanic-attack-video/,0.0
https://nobias-project.eu/Publisher/Publisher3,https://nobias-project.eu/News/PolitifactNews21,http://addictinginfo.org,Trump Jr. Once Again Shows His Lack Of Humanity With Disgusting Tweet About Syrian Refugees,http://addictinginfo.org/2016/09/20/trump-jr-once-again-shows-his-lack-of-humanity-with-disgusting-tweet-about-syrian-refugees/,0.0
https://nobias-project.eu/Publisher/Publisher4,https://nobias-project.eu/News/BuzzfeedNews97,http://allenwestrepublic.com,Obama Pushes One World Government,http://allenwestrepublic.com/2016/09/20/obama-pushes-one-world-government/,1
https://nobias-project.eu/Publisher/Publisher4,https://nobias-project.eu/News/BuzzfeedNews109,http://allenwestrepublic.com,Congress MUST Act! Five Days Until Obama\'s Internet Giveaway [Video],http://allenwestrepublic.com/2016/09/25/congress-must-act-five-days-until-obamas-internet-giveaway-video/,1
https://nobias-project.eu/Publisher/Publisher5,https://nobias-project.eu/News/BuzzfeedNews142,http://author.addictinginfo.org,The Pope Flat Out Called Fox News Type Journalism ‘Terrorism’,http://author.addictinginfo.org/2016/09/23/the-pope-flat-out-called-fox-news-type-journalism-terrorism/,1
https://nobias-project.eu/Publisher/Publisher5,https://nobias-project.eu/News/PolitifactNews107,http://author.addictinginfo.org,Louisiana Cop Claims Murdering A 6-Year Old Child Was Self-Defense,http://author.addictinginfo.org/2016/09/23/louisiana-cop-claims-murdering-a-6-year-old-child-was-self-defense/,0.0
https://nobias-project.eu/Publisher/Publisher5,https://nobias-project.eu/News/PolitifactNews37,http://author.addictinginfo.org,Early Voting In North Carolina Shows GREAT NEWS For Democrats,http://author.addictinginfo.org/2016/09/23/early-voting-in-north-carolina-shows-great-news-for-democrats/,0.0
https://nobias-project.eu/Publisher/Publisher5,https://nobias-project.eu/News/PolitifactNews80,http://author.addictinginfo.org,Trump Campaign Chair Says Racism Didn’t Exist Before Obama – Promptly Resigns,http://author.addictinginfo.org/2016/09/22/trump-campaign-chair-says-racism-didnt-exist-before-obama-promptly-resigns/,0.0
https://nobias-project.eu/Publisher/Publisher5,https://nobias-project.eu/News/PolitifactNews88,http://author.addictinginfo.org,Conservatives Throw A Hissy Fit Because Michelle Obama Talked About Slavery At Black History Museum,http://author.addictinginfo.org/2016/09/23/conservatives-throw-a-hissy-fit-because-michelle-obama-talked-about-slavery-at-black-history-museum/,0.0
https://nobias-project.eu/Publisher/Publisher6,https://nobias-project.eu/News/BuzzfeedNews118,http://author.groopspeak.com,Fast Food CEO Threatens To Fire Everyone If A Democrat Wins The Presidency,http://author.groopspeak.com/fast-food-ceo-threatens-to-fire-everyone-if-a-democrat-wins-the-presidency/,1
https://nobias-project.eu/Publisher/Publisher7,https://nobias-project.eu/News/BuzzfeedNews161,http://chicksontheright.com,Changing Your Baby\'s Diaper Is Now A Sex Crime In Arizona,http://chicksontheright.com/changing-your-babys-diaper-is-now-a-sex-crime-in-arizona/?utm_source=RWN&utm_medium=RWN&utm_campaign=RWN,1
https://nobias-project.eu/Publisher/Publisher7,https://nobias-project.eu/News/PolitifactNews36,http://chicksontheright.com,Look What Was Just SPOTTED Inside The Student Center At Hofstra University,http://chicksontheright.com/hofstra-universitys-student-union-puts-trigger-warning-ahead-tonights-debate/?utm_source=RWN&utm_medium=RWN&utm_campaign=RWN,0.0
https://nobias-project.eu/Publisher/Publisher8,https://nobias-project.eu/News/BuzzfeedNews180,http://clashdaily.com,"The AP, In 2004, Said Your Boy Obama Was BORN In This Particular Country",http://clashdaily.com/2016/09/dear-cnn-ap-2004-said-boy-obama-born-particular-country/?utm_source=referral&utm_medium=facebook.com&utm_campaign=lasmpfb,1
https://nobias-project.eu/Publisher/Publisher8,https://nobias-project.eu/News/BuzzfeedNews136,http://clashdaily.com,\'Reporters\' FLEE When Clintons Get EXPOSED!,http://clashdaily.com/2016/09/watch-trump-visits-little-haiti-miami-reporters-flee-clintons-get-exposed/?utm_source=referral&utm_medium=facebook.com&utm_campaign=lasmpfb,1
https://nobias-project.eu/Publisher/Publisher9,https://nobias-project.eu/News/BuzzfeedNews28,http://cnn.it,Sacramento mayor punches pie thrower,http://cnn.it/2de6xHA,0
https://nobias-project.eu/Publisher/Publisher9,https://nobias-project.eu/News/BuzzfeedNews63,http://cnn.it,US: ISIS did not use mustard agent in base attack,http://cnn.it/2dwOp8d,0
https://nobias-project.eu/Publisher/Publisher9,https://nobias-project.eu/News/BuzzfeedNews71,http://cnn.it,2016 presidential race tightens in Florida,http://cnn.it/2ddxgjJ,0
https://nobias-project.eu/Publisher/Publisher9,https://nobias-project.eu/News/BuzzfeedNews85,http://cnn.it,McAuliffe hangs with Willie Nelson -- and his weed,http://cnn.it/2dbrw9X,0
https://nobias-project.eu/Publisher/Publisher9,https://nobias-project.eu/News/BuzzfeedNews12,http://cnn.it,Hillary Clinton on police shootings: \'too many people have lost their lives who shouldn\'t have\',http://cnn.it/2cRxlv5,0
https://nobias-project.eu/Publisher/Publisher9,https://nobias-project.eu/News/BuzzfeedNews73,http://cnn.it,Tim Kaine on Libertarian ticket: \'Everybody knows they\'re not going to win\',http://cnn.it/2cX5Nof,0
https://nobias-project.eu/Publisher/Publisher9,https://nobias-project.eu/News/BuzzfeedNews46,http://cnn.it,Obama: Refugee crisis is test of our humanity,http://cnn.it/2deTou2,0
https://nobias-project.eu/Publisher/Publisher9,https://nobias-project.eu/News/BuzzfeedNews23,http://cnn.it,"Critical counties: Wake County, NC, could put up a fight",http://cnn.it/2dnoYpa,0
https://nobias-project.eu/Publisher/Publisher9,https://nobias-project.eu/News/BuzzfeedNews67,http://cnn.it,Donald Trump\'s rise puts Ted Cruz in a bind,http://cnn.it/2dlbk5X,0
https://nobias-project.eu/Publisher/Publisher9,https://nobias-project.eu/News/BuzzfeedNews84,http://cnn.it,Barack Obama at Benjamin Netanyahu meeting: \'He is always very candid with us\',http://cnn.it/2dgYW6Z,0
https://nobias-project.eu/Publisher/Publisher9,https://nobias-project.eu/News/BuzzfeedNews89,http://cnn.it,"Georgia poll: Donald Trump, Hillary Clinton in tight race",http://cnn.it/2cynaZx,0
https://nobias-project.eu/Publisher/Publisher9,https://nobias-project.eu/News/BuzzfeedNews16,http://cnn.it,Dem congressman to IRS: Audit the Trump Foundation,http://cnn.it/2diatmB,0
https://nobias-project.eu/Publisher/Publisher9,https://nobias-project.eu/News/BuzzfeedNews32,http://cnn.it,US builds working theory on cause of Syrian airstrike,http://cnn.it/2dbAvI9,0
https://nobias-project.eu/Publisher/Publisher9,https://nobias-project.eu/News/BuzzfeedNews61,http://cnn.it,Hillary Clinton on Between Two Ferns: \'I really regret doing this\',http://cnn.it/2djV0ml,0
https://nobias-project.eu/Publisher/Publisher9,https://nobias-project.eu/News/BuzzfeedNews9,http://cnn.it,Jeb Bush to lecture at Harvard this fall,http://cnn.it/2d7qa20,0
https://nobias-project.eu/Publisher/Publisher9,https://nobias-project.eu/News/BuzzfeedNews69,http://cnn.it,Bridgegate: Port Authority officials planned to make Fort Lee \'traffic jam as bad as possible\',http://cnn.it/2dn8vWp,0
https://nobias-project.eu/Publisher/Publisher9,https://nobias-project.eu/News/BuzzfeedNews47,http://cnn.it,Trump labels Clinton \'weak and ineffective\' in wake of bombings,http://cnn.it/2d6LAP3,0
https://nobias-project.eu/Publisher/Publisher9,https://nobias-project.eu/News/BuzzfeedNews43,http://cnn.it,"Clinton: Tulsa shooting \'unbearable,\' should be \'intolerable\'",http://cnn.it/2cQyS4N,0
https://nobias-project.eu/Publisher/Publisher9,https://nobias-project.eu/News/BuzzfeedNews37,http://cnn.it,National poll: Clinton leads Trump by 6,http://cnn.it/2cX0uoC,0
https://nobias-project.eu/Publisher/Publisher9,https://nobias-project.eu/News/BuzzfeedNews79,http://cnn.it,Donald Trump retreats to friendly media ground,http://cnn.it/2dcjQUU,0
https://nobias-project.eu/Publisher/Publisher9,https://nobias-project.eu/News/BuzzfeedNews45,http://cnn.it,Obama in NYC: \'We all have a role to play\' in terror fight after suspected bombings,http://cnn.it/2cTtbDk,0
https://nobias-project.eu/Publisher/Publisher9,https://nobias-project.eu/News/BuzzfeedNews53,http://cnn.it,Paul Ryan ducks on stop-and-frisk,http://cnn.it/2de7kZ4,0
https://nobias-project.eu/Publisher/Publisher9,https://nobias-project.eu/News/BuzzfeedNews40,http://cnn.it,How to watch the first presidential debate,http://cnn.it/2djsykq,0
https://nobias-project.eu/Publisher/Publisher9,https://nobias-project.eu/News/PolitifactNews67,http://cnn.it,Obama: \'There\'s a reason why we haven\'t had a woman President\',http://cnn.it/2cx93na,0.0
https://nobias-project.eu/Publisher/Publisher9,https://nobias-project.eu/News/PolitifactNews76,http://cnn.it,"US boy, six, asks Obama if he can adopt Omran Daqneesh",http://cnn.it/2cTxgav,0.0
https://nobias-project.eu/Publisher/Publisher9,https://nobias-project.eu/News/PolitifactNews52,http://cnn.it,Road to 270: CNN\'s general election map,http://cnn.it/2cVdQBY,0.0
https://nobias-project.eu/Publisher/Publisher9,https://nobias-project.eu/News/PolitifactNews89,http://cnn.it,"Hillary Clinton leads Donald Trump by 6 points, according to national poll",http://cnn.it/2cRGTGk,0.0
https://nobias-project.eu/Publisher/Publisher9,https://nobias-project.eu/News/PolitifactNews11,http://cnn.it,NY Gov. Andrew Cuomo disputes Trump\'s claim cops are \'afraid\' to do their jobs,http://cnn.it/2d3tTeL,0.0
https://nobias-project.eu/Publisher/Publisher9,https://nobias-project.eu/News/PolitifactNews64,http://cnn.it,Barney Frank: Tea party outmaneuvered Democrats,http://cnn.it/2dtCBUb,0.0
https://nobias-project.eu/Publisher/Publisher9,https://nobias-project.eu/News/PolitifactNews83,http://cnn.it,Debate breaks record as most-watched in U.S. history,http://cnn.it/2dwwCh9,0.0
https://nobias-project.eu/Publisher/Publisher9,https://nobias-project.eu/News/PolitifactNews97,http://cnn.it,"Ivanka Trump, Paul Ryan meet",http://cnn.it/2d6HcPU,0.0
https://nobias-project.eu/Publisher/Publisher9,https://nobias-project.eu/News/PolitifactNews68,http://cnn.it,"Michelle Obama jokes about Melania Trump plagiarism: \'Yeah, that was tough\'",http://cnn.it/2dguLNq,0.0
https://nobias-project.eu/Publisher/Publisher9,https://nobias-project.eu/News/PolitifactNews85,http://cnn.it,Reality Check: Was \'stop-and-frisk\' effective?,http://cnn.it/2cp0zgU,0.0
https://nobias-project.eu/Publisher/Publisher9,https://nobias-project.eu/News/PolitifactNews108,http://cnn.it,"Paul Ryan defends Donald Trump, dodges on Machado comment",http://cnn.it/2dx08Ud,0.0
https://nobias-project.eu/Publisher/Publisher9,https://nobias-project.eu/News/PolitifactNews119,http://cnn.it,Don King drops N-word while introducing Donald Trump,http://cnn.it/2dh5vq9,0.0
https://nobias-project.eu/Publisher/Publisher9,https://nobias-project.eu/News/PolitifactNews109,http://cnn.it,Trump launches \'Crooked Hillary\' Snapchat filter for debate,http://cnn.it/2du7wQg,0.0
https://nobias-project.eu/Publisher/Publisher9,https://nobias-project.eu/News/PolitifactNews86,http://cnn.it,Trump Jr. defends Skittles tweet: \'I don\'t deal in microaggression\',http://cnn.it/2dl3hpQ,0.0
https://nobias-project.eu/Publisher/Publisher9,https://nobias-project.eu/News/PolitifactNews94,http://cnn.it,What the US government can and cannot do to US citizens suspected of terrorism,http://cnn.it/2d6Dcug,0.0
https://nobias-project.eu/Publisher/Publisher9,https://nobias-project.eu/News/PolitifactNews115,http://cnn.it,Hillary Clinton prepares for unpredictable Trump at presidential debate,http://cnn.it/2cMNF03,0.0
https://nobias-project.eu/Publisher/Publisher9,https://nobias-project.eu/News/PolitifactNews3,http://cnn.it,House oversight panel votes Clinton IT chief in contempt,http://cnn.it/2deaH2d,0.0
https://nobias-project.eu/Publisher/Publisher9,https://nobias-project.eu/News/PolitifactNews100,http://cnn.it,Transparent creator Jill Soloway compares \'monster\' Trump to Hitler after Emmy win,http://cnn.it/2d5RPSS,0.0
https://nobias-project.eu/Publisher/Publisher9,https://nobias-project.eu/News/PolitifactNews12,http://cnn.it,Clinton economy speech to focus on valuing people with disabilities,http://cnn.it/2deB1Fu,0.0
https://nobias-project.eu/Publisher/Publisher9,https://nobias-project.eu/News/PolitifactNews53,http://cnn.it,North Korea at UN: US faces \'tremendous consequences\',http://cnn.it/2cVh9ZP,0.0
https://nobias-project.eu/Publisher/Publisher9,https://nobias-project.eu/News/PolitifactNews81,http://cnn.it,"Obama, Biden honor Arnold Palmer",http://cnn.it/2d3KEZt,0.0
https://nobias-project.eu/Publisher/Publisher9,https://nobias-project.eu/News/PolitifactNews63,http://cnn.it,Ivanka Trump to meet with female Republican Congress members,http://cnn.it/2ddRwBq,0.0
https://nobias-project.eu/Publisher/Publisher10,https://nobias-project.eu/News/BuzzfeedNews34,http://conservativebyte.com,NFL Superstar Unleashes 4 Word Bombshell on Reporter Pushing Him to Protest Anthem,http://conservativebyte.com/2016/09/inside-the-cover-up-of-hillarys-email-server/,0
https://nobias-project.eu/Publisher/Publisher10,https://nobias-project.eu/News/BuzzfeedNews101,http://conservativebyte.com,Californians Had Special Way to View the Eclipse… Now Hospitals Are Filling up,http://conservativebyte.com/2016/09/hillary-bad-mouths-christians/,1
https://nobias-project.eu/Publisher/Publisher10,https://nobias-project.eu/News/PolitifactNews74,http://conservativebyte.com,NFL Superstar Unleashes 4 Word Bombshell on Reporter Pushing Him to Protest Anthem,http://conservativebyte.com/2016/09/cnn-panel-gets-so-heated-host-pulls-the-plug-video/,0.0
https://nobias-project.eu/Publisher/Publisher10,https://nobias-project.eu/News/PolitifactNews41,http://conservativebyte.com,NFL Superstar Unleashes 4 Word Bombshell on Reporter Pushing Him to Protest Anthem,http://conservativebyte.com/2016/09/finally-some-common-sense-in-charlotte-we-should-applaud-this-young-man/,0.0
https://nobias-project.eu/Publisher/Publisher10,https://nobias-project.eu/News/PolitifactNews69,http://conservativebyte.com,NFL Superstar Unleashes 4 Word Bombshell on Reporter Pushing Him to Protest Anthem,http://conservativebyte.com/2016/09/our-nations-top-general-troubled-by-u-s-cash-to-iran/,0.0
https://nobias-project.eu/Publisher/Publisher11,https://nobias-project.eu/News/BuzzfeedNews179,http://conservativetribune.com,Cavuto Just Exposed Lester Holt\'s Lies During Debate,http://conservativetribune.com/lester-holt-lies-during-debate/?utm_source=Facebook&utm_medium=RightWingNews&utm_content=2016-09-27&utm_campaign=manualpost,1
https://nobias-project.eu/Publisher/Publisher11,https://nobias-project.eu/News/BuzzfeedNews166,http://conservativetribune.com,"Decades-Old Clinton Friend Comes Forward, Says She Knows What\'s Happening to Hillary",http://conservativetribune.com/clinton-friend-happening-hillary/?utm_source=Facebook&utm_medium=RightWingNews&utm_content=2016-09-21&utm_campaign=manualpost,1
https://nobias-project.eu/Publisher/Publisher12,https://nobias-project.eu/News/BuzzfeedNews87,http://eaglerising.com,It’s “Trump is HITLER” Month at the Washington Post – Eagle Rising,http://eaglerising.com/36955/its-trump-is-hitler-month-at-the-washington-post/,0
https://nobias-project.eu/Publisher/Publisher12,https://nobias-project.eu/News/BuzzfeedNews112,http://eaglerising.com,"“If You Can’t Run Your Own House, You Certainly Can’t Run the White House” – Eagle Rising",http://eaglerising.com/37040/michelle-obama-attacks-hillary-if-you-cant-run-your-own-house-you-certainly-cant-run-the-white-house/,1
https://nobias-project.eu/Publisher/Publisher12,https://nobias-project.eu/News/BuzzfeedNews111,http://eaglerising.com,How Democrats are Going to Try to STEAL the Election for Hillary – Eagle Rising,http://eaglerising.com/37044/how-democrats-are-going-to-try-to-steal-the-election-for-hillary/,1
https://nobias-project.eu/Publisher/Publisher12,https://nobias-project.eu/News/BuzzfeedNews98,http://eaglerising.com,Clinton Foundation Spent 5.7% on Charity; Rest Went to “Salaries” and “Other Expenses” – Eagle Rising,http://eaglerising.com/36847/clinton-foundation-spent-5-7-on-charity-rest-went-to-salaries-and-other-expenses/,1
https://nobias-project.eu/Publisher/Publisher12,https://nobias-project.eu/News/BuzzfeedNews1,http://eaglerising.com,Another Terrorist Attack in NYC…Why Are we STILL Being Politically Correct – Eagle Rising,http://eaglerising.com/36942/another-terrorist-attack-in-nyc-why-are-we-still-being-politically-correct/,0
https://nobias-project.eu/Publisher/Publisher12,https://nobias-project.eu/News/BuzzfeedNews147,http://eaglerising.com,Bombing Suspect Filed Anti-Muslim Discrimination Lawsuit Against Police – Eagle Rising,http://eaglerising.com/36871/bombing-suspect-filed-anti-muslim-discrimination-lawsuit-against-police/,1
https://nobias-project.eu/Publisher/Publisher12,https://nobias-project.eu/News/BuzzfeedNews93,http://eaglerising.com,Charity: Clinton Foundation Distributed “Watered-Down” AIDS Drugs to Sub-Saharan Africa – Eagle Rising,http://eaglerising.com/36899/charity-clinton-foundation-distributed-watered-down-aids-drugs-to-sub-saharan-africa/,1
https://nobias-project.eu/Publisher/Publisher12,https://nobias-project.eu/News/BuzzfeedNews158,http://eaglerising.com,Clinton Foundation Spent 5.7% on Charity; Rest Went to “Salaries” and “Other Expenses” – Eagle Rising,http://eaglerising.com/36847/clinton-foundation-spent-5-7-on-charity-rest-went-to-salaries-and-other-expenses/,1
https://nobias-project.eu/Publisher/Publisher12,https://nobias-project.eu/News/BuzzfeedNews100,http://eaglerising.com,Is it the Beginning of the End for Hillary Clinton? – Eagle Rising,http://eaglerising.com/36912/is-it-the-beginning-of-the-end-for-hillary-clinton/,1
https://nobias-project.eu/Publisher/Publisher12,https://nobias-project.eu/News/BuzzfeedNews114,http://eaglerising.com,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising,http://eaglerising.com/36841/why-is-it-racist-to-question-someones-birth-certificate/,1
https://nobias-project.eu/Publisher/Publisher12,https://nobias-project.eu/News/BuzzfeedNews94,http://eaglerising.com,A Hillary Clinton Administration May be Entirely Run by a FIGUREHEAD – Eagle Rising,http://eaglerising.com/36880/a-hillary-clinton-administration-may-be-entirely-run-by-a-figurehead/,1
https://nobias-project.eu/Publisher/Publisher12,https://nobias-project.eu/News/BuzzfeedNews104,http://eaglerising.com,A Hillary Clinton Administration May be Entirely Run by a FIGUREHEAD – Eagle Rising,http://eaglerising.com/36880/a-hillary-clinton-administration-may-be-entirely-run-by-a-figurehead/,1
https://nobias-project.eu/Publisher/Publisher12,https://nobias-project.eu/News/BuzzfeedNews110,http://eaglerising.com,Clemson BANS Memes Featuring Dead Gorilla Harambe…Promotes “Rape Culture” and “Racism” – Eagle Rising,http://eaglerising.com/37061/clemson-bans-memes-featuring-dead-gorilla-harambe-promotes-rape-culture-and-racism/,1
