"NewsID","UserID","Num","Annotation","PublisherID","FactChecker","PubCred","naiveUserCred","NewPublisherID"
"PolitiFact_Fake_4","7115","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_7115"
"PolitiFact_Fake_4","7151","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_7151"
"PolitiFact_Fake_4","7167","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_7167"
"PolitiFact_Fake_4","7206","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_7206"
"PolitiFact_Fake_4","7257","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_7257"
"PolitiFact_Fake_4","7315","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_7315"
"PolitiFact_Fake_4","7350","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_7350"
"PolitiFact_Fake_4","7398","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_7398"
"PolitiFact_Fake_4","7435","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_7435"
"PolitiFact_Fake_4","7454","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_7454"
"PolitiFact_Fake_4","7478","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_7478"
"PolitiFact_Fake_4","7516","2","1","Publisher86","PolitiFact","1","0.5","PolitiFact_Fake_4_Publisher86_7516"
"PolitiFact_Fake_4","7520","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_7520"
"PolitiFact_Fake_4","7571","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_7571"
"PolitiFact_Fake_4","7574","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_7574"
"PolitiFact_Fake_4","7584","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_7584"
"PolitiFact_Fake_4","7615","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_7615"
"PolitiFact_Fake_4","7660","2","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_7660"
"PolitiFact_Fake_4","7756","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_7756"
"PolitiFact_Fake_4","7826","2","1","Publisher86","PolitiFact","1","0.0588235","PolitiFact_Fake_4_Publisher86_7826"
"PolitiFact_Fake_4","7860","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_7860"
"PolitiFact_Fake_4","7932","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_7932"
"PolitiFact_Fake_4","7942","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_7942"
"PolitiFact_Fake_4","7993","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_7993"
"PolitiFact_Fake_4","8019","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_8019"
"PolitiFact_Fake_4","8066","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_8066"
"PolitiFact_Fake_4","8100","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_8100"
"PolitiFact_Fake_4","8223","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_8223"
"PolitiFact_Fake_4","8230","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_8230"
"PolitiFact_Fake_4","8280","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_8280"
"PolitiFact_Fake_4","8294","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_8294"
"PolitiFact_Fake_4","8301","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_8301"
"PolitiFact_Fake_4","8427","1","1","Publisher86","PolitiFact","1","0.666667","PolitiFact_Fake_4_Publisher86_8427"
"PolitiFact_Fake_4","8470","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_8470"
"PolitiFact_Fake_4","8503","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_8503"
"PolitiFact_Fake_4","8528","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_8528"
"PolitiFact_Fake_4","8531","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_8531"
"PolitiFact_Fake_4","8571","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_8571"
"PolitiFact_Fake_4","8619","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_8619"
"PolitiFact_Fake_4","8653","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_8653"
"PolitiFact_Fake_4","8654","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_8654"
"PolitiFact_Fake_4","8731","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_8731"
"PolitiFact_Fake_4","8824","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_8824"
"PolitiFact_Fake_4","8849","2","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_8849"
"PolitiFact_Fake_4","8852","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_8852"
"PolitiFact_Fake_4","8882","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_8882"
"PolitiFact_Fake_4","8893","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_8893"
"PolitiFact_Fake_4","8943","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_8943"
"PolitiFact_Fake_4","8967","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_8967"
"PolitiFact_Fake_4","9068","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_9068"
"PolitiFact_Fake_4","9097","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_9097"
"PolitiFact_Fake_4","9184","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_9184"
"PolitiFact_Fake_4","9217","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_9217"
"PolitiFact_Fake_4","9221","1","1","Publisher86","PolitiFact","1","0.5","PolitiFact_Fake_4_Publisher86_9221"
"PolitiFact_Fake_4","9235","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_9235"
"PolitiFact_Fake_4","9278","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_9278"
"PolitiFact_Fake_4","9502","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_9502"
"PolitiFact_Fake_4","9643","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_9643"
"PolitiFact_Fake_4","9687","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_9687"
"PolitiFact_Fake_4","9692","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_9692"
"PolitiFact_Fake_4","9845","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_9845"
"PolitiFact_Fake_4","9942","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_9942"
"PolitiFact_Fake_4","10004","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_10004"
"PolitiFact_Fake_4","10016","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_10016"
"PolitiFact_Fake_4","10107","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_10107"
"PolitiFact_Fake_4","10205","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_10205"
"PolitiFact_Fake_4","10247","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_10247"
"PolitiFact_Fake_4","10321","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_10321"
"PolitiFact_Fake_4","10324","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_10324"
"PolitiFact_Fake_4","10416","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_10416"
"PolitiFact_Fake_4","10436","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_10436"
"PolitiFact_Fake_4","10494","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_10494"
"PolitiFact_Fake_4","10540","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_10540"
"PolitiFact_Fake_4","10569","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_10569"
"PolitiFact_Fake_4","10593","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_10593"
"PolitiFact_Fake_4","10652","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_10652"
"PolitiFact_Fake_4","10734","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_10734"
"PolitiFact_Fake_4","10735","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_10735"
