NewsID,SharedByUser,user_atom
BuzzFeed_Fake_12,User11285,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA18
BuzzFeed_Real_53,User11285,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA18
BuzzFeed_Real_60,User11285,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA18
BuzzFeed_Real_74,User11285,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA18
BuzzFeed_Fake_4,User29,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA19
BuzzFeed_Fake_36,User11286,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA20
BuzzFeed_Fake_2,User28,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA21
BuzzFeed_Real_45,User11287,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA22
BuzzFeed_Real_46,User11288,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA23
BuzzFeed_Real_45,User27,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA24
BuzzFeed_Fake_89,User26,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA25
BuzzFeed_Real_80,User11289,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA26
BuzzFeed_Real_42,User11289,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA26
BuzzFeed_Real_91,User25,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA27
BuzzFeed_Fake_47,User24,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA28
BuzzFeed_Real_32,User23,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA29
BuzzFeed_Real_45,User22,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA30
BuzzFeed_Fake_77,User32,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA31
BuzzFeed_Fake_4,User11290,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA32
BuzzFeed_Real_72,User31,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA33
BuzzFeed_Real_46,User30,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA34
BuzzFeed_Real_7,User30,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA34
BuzzFeed_Real_91,User30,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA34
BuzzFeed_Real_89,User30,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA34
BuzzFeed_Real_45,User11291,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA35
BuzzFeed_Real_23,User11291,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA35
BuzzFeed_Real_64,User11291,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA35
BuzzFeed_Real_46,User11292,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA36
BuzzFeed_Fake_62,User11293,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA37
BuzzFeed_Real_87,User11294,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA38
BuzzFeed_Fake_59,User11295,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA39
BuzzFeed_Fake_49,User11296,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA40
BuzzFeed_Real_32,User11296,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA40
BuzzFeed_Real_89,User11296,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA40
BuzzFeed_Real_71,User11297,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA41
BuzzFeed_Fake_49,User11298,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA42
BuzzFeed_Fake_90,User11298,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA42
BuzzFeed_Fake_4,User11298,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA42
BuzzFeed_Real_45,User39,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA43
BuzzFeed_Fake_30,User38,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA44
BuzzFeed_Fake_62,User11299,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA45
BuzzFeed_Fake_62,User37,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA46
BuzzFeed_Fake_2,User36,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA47
BuzzFeed_Fake_77,User36,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA47
BuzzFeed_Fake_36,User35,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA48
BuzzFeed_Real_6,User34,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA49
BuzzFeed_Fake_69,User33,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA50
BuzzFeed_Real_32,User33,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA50
BuzzFeed_Real_87,User43,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA51
BuzzFeed_Fake_2,User42,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA52
BuzzFeed_Real_21,User41,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA53
BuzzFeed_Real_91,User12590,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA54
BuzzFeed_Real_72,User40,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA55
BuzzFeed_Fake_77,User11260,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA56
BuzzFeed_Real_77,User12592,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA57
BuzzFeed_Fake_13,User11261,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA58
BuzzFeed_Fake_49,User11261,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA58
BuzzFeed_Fake_39,User11261,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA58
BuzzFeed_Fake_47,User11261,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA58
BuzzFeed_Fake_56,User11261,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA58
BuzzFeed_Fake_51,User11261,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA58
BuzzFeed_Fake_78,User11261,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA58
BuzzFeed_Fake_89,User11261,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA58
BuzzFeed_Fake_36,User12591,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA59
BuzzFeed_Fake_4,User11262,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA60
BuzzFeed_Real_32,User12594,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA61
BuzzFeed_Fake_2,User11263,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA62
BuzzFeed_Real_10,User12593,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA63
BuzzFeed_Fake_89,User11264,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA64
BuzzFeed_Fake_77,User11264,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA64
BuzzFeed_Real_32,User12596,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA65
BuzzFeed_Fake_49,User11265,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA66
BuzzFeed_Fake_2,User12595,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA67
BuzzFeed_Fake_77,User11266,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA68
BuzzFeed_Fake_35,User12598,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA69
BuzzFeed_Fake_2,User12598,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA69
BuzzFeed_Real_32,User49,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA70
BuzzFeed_Fake_77,User48,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA71
BuzzFeed_Fake_71,User48,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA71
BuzzFeed_Fake_34,User11267,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA72
BuzzFeed_Fake_80,User12597,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA73
BuzzFeed_Real_23,User47,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA74
BuzzFeed_Real_64,User47,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA74
BuzzFeed_Real_45,User47,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA74
BuzzFeed_Real_32,User11268,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA75
BuzzFeed_Fake_52,User12599,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA76
BuzzFeed_Real_45,User46,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA77
BuzzFeed_Real_56,User11269,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA78
BuzzFeed_Fake_51,User45,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA79
BuzzFeed_Fake_49,User44,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA80
BuzzFeed_Real_17,User54,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA81
BuzzFeed_Fake_62,User53,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA82
BuzzFeed_Real_46,User52,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA83
BuzzFeed_Fake_55,User51,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA84
BuzzFeed_Fake_23,User51,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA84
BuzzFeed_Fake_60,User51,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA84
BuzzFeed_Fake_44,User51,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA84
BuzzFeed_Real_42,User51,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA84
BuzzFeed_Real_60,User51,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA84
BuzzFeed_Real_72,User51,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA84
BuzzFeed_Real_87,User51,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA84
BuzzFeed_Fake_61,User11270,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA85
BuzzFeed_Real_45,User50,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA86
BuzzFeed_Real_50,User11271,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA87
BuzzFeed_Real_87,User11272,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA88
BuzzFeed_Real_87,User11273,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA89
BuzzFeed_Real_16,User11274,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA90
BuzzFeed_Fake_35,User11275,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA91
BuzzFeed_Real_32,User11276,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA92
BuzzFeed_Fake_35,User11277,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA93
BuzzFeed_Fake_80,User11278,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA94
BuzzFeed_Real_44,User59,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA95
BuzzFeed_Real_32,User58,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA96
BuzzFeed_Real_32,User11279,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA97
BuzzFeed_Fake_89,User57,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA98
BuzzFeed_Fake_90,User57,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA98
BuzzFeed_Real_76,User56,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA99
BuzzFeed_Real_78,User55,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA100
BuzzFeed_Real_32,User65,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA101
BuzzFeed_Real_87,User64,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA102
BuzzFeed_Real_91,User63,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA103
BuzzFeed_Real_90,User62,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA104
BuzzFeed_Real_91,User61,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA105
BuzzFeed_Real_45,User12570,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA106
BuzzFeed_Real_31,User60,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA107
BuzzFeed_Real_89,User11240,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA108
BuzzFeed_Real_32,User12572,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA109
BuzzFeed_Fake_76,User11241,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA110
BuzzFeed_Fake_35,User12571,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA111
BuzzFeed_Fake_47,User12571,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA111
BuzzFeed_Fake_2,User11242,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA112
BuzzFeed_Fake_33,User12574,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA113
BuzzFeed_Fake_62,User11243,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA114
BuzzFeed_Fake_2,User12573,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA115
BuzzFeed_Fake_89,User11244,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA116
BuzzFeed_Real_89,User12576,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA117
BuzzFeed_Real_10,User11245,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA118
BuzzFeed_Real_72,User12575,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA119
BuzzFeed_Fake_49,User11246,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA120
BuzzFeed_Real_32,User11246,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA120
BuzzFeed_Real_6,User69,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA121
BuzzFeed_Real_6,User12578,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA122
BuzzFeed_Fake_77,User68,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA123
BuzzFeed_Fake_89,User68,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA123
BuzzFeed_Fake_34,User12577,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA124
BuzzFeed_Real_72,User11247,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA125
BuzzFeed_Real_12,User67,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA126
BuzzFeed_Real_55,User67,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA126
BuzzFeed_Real_45,User67,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA126
BuzzFeed_Fake_69,User11248,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA127
BuzzFeed_Real_6,User11248,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA127
BuzzFeed_Real_10,User11248,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA127
BuzzFeed_Real_32,User11248,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA127
BuzzFeed_Real_78,User11248,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA127
BuzzFeed_Real_80,User11248,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA127
BuzzFeed_Real_53,User66,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA128
BuzzFeed_Real_91,User11249,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA129
BuzzFeed_Real_45,User12579,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA130
BuzzFeed_Real_16,User11239,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA131
BuzzFeed_Real_72,User76,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA132
BuzzFeed_Fake_62,User75,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA133
BuzzFeed_Fake_51,User74,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA134
BuzzFeed_Fake_2,User74,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA134
BuzzFeed_Real_72,User74,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA134
BuzzFeed_Real_6,User73,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA135
BuzzFeed_Fake_60,User72,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA136
BuzzFeed_Real_72,User12581,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA137
BuzzFeed_Fake_62,User12580,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA138
BuzzFeed_Real_79,User71,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA139
BuzzFeed_Real_68,User11250,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA140
BuzzFeed_Fake_47,User12583,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA141
BuzzFeed_Fake_35,User12583,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA141
BuzzFeed_Fake_81,User12583,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA141
BuzzFeed_Real_38,User70,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA142
BuzzFeed_Real_6,User11251,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA143
BuzzFeed_Fake_78,User11252,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA144
BuzzFeed_Real_46,User12582,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA145
BuzzFeed_Real_72,User11253,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA146
BuzzFeed_Real_90,User12585,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA147
BuzzFeed_Fake_18,User12584,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA148
BuzzFeed_Real_87,User11254,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA149
BuzzFeed_Real_16,User11255,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA150
BuzzFeed_Real_10,User11255,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA150
BuzzFeed_Real_42,User11255,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA150
BuzzFeed_Real_56,User12587,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA151
BuzzFeed_Fake_24,User11256,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA152
BuzzFeed_Fake_80,User12586,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA153
BuzzFeed_Real_45,User11257,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA154
BuzzFeed_Real_87,User12589,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA155
BuzzFeed_Fake_44,User79,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA156
BuzzFeed_Real_13,User11258,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA157
BuzzFeed_Real_45,User12588,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA158
BuzzFeed_Fake_47,User78,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA159
BuzzFeed_Fake_4,User11259,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA160
BuzzFeed_Fake_77,User77,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA161
BuzzFeed_Real_91,User87,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA162
BuzzFeed_Real_3,User86,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA163
BuzzFeed_Fake_81,User85,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA164
BuzzFeed_Real_30,User84,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA165
BuzzFeed_Fake_77,User83,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA166
BuzzFeed_Fake_59,User82,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA167
BuzzFeed_Fake_62,User82,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA167
BuzzFeed_Fake_24,User81,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA168
BuzzFeed_Fake_33,User80,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA169
BuzzFeed_Fake_59,User89,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA170
BuzzFeed_Fake_49,User88,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA171
BuzzFeed_Fake_89,User88,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA171
BuzzFeed_Fake_80,User88,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA171
BuzzFeed_Real_32,User90,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA172
BuzzFeed_Real_45,User98,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA173
BuzzFeed_Real_6,User97,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA174
BuzzFeed_Fake_34,User96,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA175
BuzzFeed_Fake_22,User96,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA175
BuzzFeed_Fake_49,User96,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA175
BuzzFeed_Fake_89,User96,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA175
BuzzFeed_Fake_52,User96,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA175
BuzzFeed_Fake_37,User96,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA175
BuzzFeed_Fake_5,User96,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA175
BuzzFeed_Fake_2,User96,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA175
BuzzFeed_Fake_22,User95,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA176
BuzzFeed_Fake_80,User95,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA176
BuzzFeed_Fake_2,User95,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA176
BuzzFeed_Fake_49,User95,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA176
BuzzFeed_Fake_62,User94,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA177
BuzzFeed_Fake_31,User93,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA178
BuzzFeed_Fake_47,User93,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA178
BuzzFeed_Fake_14,User93,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA178
BuzzFeed_Fake_51,User93,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA178
BuzzFeed_Fake_50,User93,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA178
BuzzFeed_Real_64,User92,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA179
BuzzFeed_Fake_56,User91,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA180
BuzzFeed_Fake_47,User3809,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA181
BuzzFeed_Fake_49,User3808,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA182
BuzzFeed_Real_46,User3807,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA183
BuzzFeed_Fake_77,User3806,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA184
BuzzFeed_Fake_89,User3805,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA185
BuzzFeed_Real_32,User3804,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA186
BuzzFeed_Real_6,User3804,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA186
BuzzFeed_Fake_24,User99,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA187
BuzzFeed_Fake_89,User3803,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA188
BuzzFeed_Real_68,User3802,https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA189
