id,name,subClassOf,Model,Dataset,Fold_number,fold_id,value
OBS68,FAKENEWS(BuzzFeed_Fake_23),Atom2,Model2,Data1,1,Fold1,1.0
OBS69,"USERSHARE(BuzzFeed_Fake_51,45)",Atom6,Model2,Data1,1,Fold1,1.0
OBS70,BLOCK(BuzzFeed_Fake_51),Atom1,Model2,Data1,1,Fold1,1.0
OBS71,"USERSHARE(BuzzFeed_Real_46,52)",Atom6,Model2,Data1,1,Fold1,1.0
OBS72,"USERSHARE(BuzzFeed_Fake_62,53)",Atom6,Model2,Data1,1,Fold1,1.0
OBS73,BLOCK(BuzzFeed_Fake_60),Atom1,Model2,Data1,1,Fold1,1.0
OBS74,"USERSHARE(BuzzFeed_Fake_60,51)",Atom6,Model2,Data1,1,Fold1,1.0
OBS75,"USERSHARE(BuzzFeed_Fake_89,19)",Atom6,Model2,Data1,1,Fold1,1.0
OBS76,"USERSHARE(BuzzFeed_Real_12,67)",Atom6,Model2,Data1,1,Fold1,1.0
OBS77,BLOCK(BuzzFeed_Real_12),Atom1,Model2,Data1,1,Fold1,1.0
OBS78,"USERSHARE(BuzzFeed_Fake_89,57)",Atom6,Model2,Data1,1,Fold1,1.0
OBS79,"USERSHARE(BuzzFeed_Fake_77,68)",Atom6,Model2,Data1,1,Fold1,1.0
OBS80,BLOCK(BuzzFeed_Fake_90),Atom1,Model2,Data1,1,Fold1,1.0
OBS81,"USERSHARE(BuzzFeed_Fake_90,57)",Atom6,Model2,Data1,1,Fold1,1.0
OBS82,FAKENEWS(BuzzFeed_Fake_90),Atom2,Model2,Data1,1,Fold1,1.0
OBS83,"USERSHARE(BuzzFeed_Fake_60,72)",Atom6,Model2,Data1,1,Fold1,1.0
OBS84,"USERSHARE(BuzzFeed_Fake_51,74)",Atom6,Model2,Data1,1,Fold1,1.0
OBS85,"USERSHARE(BuzzFeed_Fake_62,75)",Atom6,Model2,Data1,1,Fold1,1.0
OBS86,BLOCK(BuzzFeed_Fake_44),Atom1,Model2,Data1,1,Fold1,1.0
OBS87,FAKENEWS(BuzzFeed_Fake_44),Atom2,Model2,Data1,1,Fold1,1.0
OBS88,"USERSHARE(BuzzFeed_Fake_44,51)",Atom6,Model2,Data1,1,Fold1,1.0
OBS89,"USERSHARE(BuzzFeed_Fake_77,77)",Atom6,Model2,Data1,1,Fold1,1.0
OBS90,BLOCK(BuzzFeed_Fake_33),Atom1,Model2,Data1,1,Fold1,1.0
OBS91,FAKENEWS(BuzzFeed_Fake_33),Atom2,Model2,Data1,1,Fold1,1.0
OBS92,"USERSHARE(BuzzFeed_Fake_33,80)",Atom6,Model2,Data1,1,Fold1,1.0
OBS93,"USERSHARE(BuzzFeed_Fake_24,81)",Atom6,Model2,Data1,1,Fold1,1.0
OBS94,"USERSHARE(BuzzFeed_Fake_44,79)",Atom6,Model2,Data1,1,Fold1,1.0
OBS95,"USERSHARE(BuzzFeed_Fake_59,82)",Atom6,Model2,Data1,1,Fold1,1.0
OBS96,BLOCK(BuzzFeed_Fake_71),Atom1,Model2,Data1,1,Fold1,1.0
OBS97,"USERSHARE(BuzzFeed_Fake_71,48)",Atom6,Model2,Data1,1,Fold1,1.0
OBS98,FAKENEWS(BuzzFeed_Fake_71),Atom2,Model2,Data1,1,Fold1,1.0
OBS99,"USERSHARE(BuzzFeed_Fake_47,78)",Atom6,Model2,Data1,1,Fold1,1.0
OBS100,"USERSHARE(BuzzFeed_Fake_77,36)",Atom6,Model2,Data1,1,Fold1,1.0
OBS101,"USERSHARE(BuzzFeed_Fake_77,32)",Atom6,Model2,Data1,1,Fold1,1.0
OBS102,"USERSHARE(BuzzFeed_Fake_62,82)",Atom6,Model2,Data1,1,Fold1,1.0
OBS103,"USERSHARE(BuzzFeed_Fake_2,74)",Atom6,Model2,Data1,1,Fold1,1.0
OBS104,"USERSHARE(BuzzFeed_Fake_89,68)",Atom6,Model2,Data1,1,Fold1,1.0
OBS105,"USERSHARE(BuzzFeed_Fake_49,88)",Atom6,Model2,Data1,1,Fold1,1.0
OBS106,"USERSHARE(BuzzFeed_Fake_77,83)",Atom6,Model2,Data1,1,Fold1,1.0
OBS107,"USERSHARE(BuzzFeed_Fake_81,85)",Atom6,Model2,Data1,1,Fold1,1.0
OBS108,BLOCK(BuzzFeed_Fake_81),Atom1,Model2,Data1,1,Fold1,1.0
OBS109,FAKENEWS(BuzzFeed_Fake_81),Atom2,Model2,Data1,1,Fold1,1.0
OBS110,BLOCK(BuzzFeed_Fake_56),Atom1,Model2,Data1,1,Fold1,1.0
OBS111,"USERSHARE(BuzzFeed_Fake_56,91)",Atom6,Model2,Data1,1,Fold1,1.0
OBS112,FAKENEWS(BuzzFeed_Fake_56),Atom2,Model2,Data1,1,Fold1,1.0
OBS113,"USERSHARE(BuzzFeed_Fake_89,88)",Atom6,Model2,Data1,1,Fold1,1.0
OBS114,BLOCK(BuzzFeed_Fake_31),Atom1,Model2,Data1,1,Fold1,1.0
OBS115,"USERSHARE(BuzzFeed_Fake_31,93)",Atom6,Model2,Data1,1,Fold1,1.0
OBS116,"USERSHARE(BuzzFeed_Fake_80,88)",Atom6,Model2,Data1,1,Fold1,1.0
OBS117,"USERSHARE(BuzzFeed_Fake_47,93)",Atom6,Model2,Data1,1,Fold1,1.0
OBS118,FAKENEWS(BuzzFeed_Fake_14),Atom2,Model2,Data1,1,Fold1,1.0
OBS119,"USERSHARE(BuzzFeed_Fake_14,93)",Atom6,Model2,Data1,1,Fold1,1.0
OBS120,BLOCK(BuzzFeed_Fake_14),Atom1,Model2,Data1,1,Fold1,1.0
OBS121,BLOCK(BuzzFeed_Fake_22),Atom1,Model2,Data1,1,Fold1,1.0
OBS122,FAKENEWS(BuzzFeed_Fake_22),Atom2,Model2,Data1,1,Fold1,1.0
OBS123,"USERSHARE(BuzzFeed_Fake_22,95)",Atom6,Model2,Data1,1,Fold1,1.0
OBS124,"USERSHARE(BuzzFeed_Fake_80,95)",Atom6,Model2,Data1,1,Fold1,1.0
OBS125,"USERSHARE(BuzzFeed_Fake_34,96)",Atom6,Model2,Data1,1,Fold1,1.0
OBS126,BLOCK(BuzzFeed_Fake_34),Atom1,Model2,Data1,1,Fold1,1.0
OBS127,FAKENEWS(BuzzFeed_Fake_34),Atom2,Model2,Data1,1,Fold1,1.0
OBS128,"USERSHARE(BuzzFeed_Fake_59,89)",Atom6,Model2,Data1,1,Fold1,1.0
OBS129,"USERSHARE(BuzzFeed_Fake_22,96)",Atom6,Model2,Data1,1,Fold1,1.0
OBS130,"USERSHARE(BuzzFeed_Fake_51,93)",Atom6,Model2,Data1,1,Fold1,1.0
OBS131,"USERSHARE(BuzzFeed_Fake_50,93)",Atom6,Model2,Data1,1,Fold1,1.0
OBS132,BLOCK(BuzzFeed_Fake_50),Atom1,Model2,Data1,1,Fold1,1.0
OBS133,FAKENEWS(BuzzFeed_Fake_50),Atom2,Model2,Data1,1,Fold1,1.0
OBS134,"USERSHARE(BuzzFeed_Fake_62,94)",Atom6,Model2,Data1,1,Fold1,1.0
OBS135,"USERSHARE(BuzzFeed_Fake_49,96)",Atom6,Model2,Data1,1,Fold1,1.0
OBS136,"USERSHARE(BuzzFeed_Fake_89,96)",Atom6,Model2,Data1,1,Fold1,1.0
OBS137,"USERSHARE(BuzzFeed_Fake_52,96)",Atom6,Model2,Data1,1,Fold1,1.0
OBS138,BLOCK(BuzzFeed_Fake_52),Atom1,Model2,Data1,1,Fold1,1.0
OBS139,FAKENEWS(BuzzFeed_Fake_52),Atom2,Model2,Data1,1,Fold1,1.0
OBS140,FAKENEWS(BuzzFeed_Fake_37),Atom2,Model2,Data1,1,Fold1,1.0
OBS141,"USERSHARE(BuzzFeed_Fake_37,96)",Atom6,Model2,Data1,1,Fold1,1.0
OBS142,BLOCK(BuzzFeed_Fake_37),Atom1,Model2,Data1,1,Fold1,1.0
OBS143,"USERSHARE(BuzzFeed_Fake_5,96)",Atom6,Model2,Data1,1,Fold1,1.0
OBS144,FAKENEWS(BuzzFeed_Fake_5),Atom2,Model2,Data1,1,Fold1,1.0
OBS145,BLOCK(BuzzFeed_Fake_5),Atom1,Model2,Data1,1,Fold1,1.0
OBS146,"USERSHARE(BuzzFeed_Fake_24,99)",Atom6,Model2,Data1,1,Fold1,1.0
OBS147,"USERSHARE(BuzzFeed_Fake_2,95)",Atom6,Model2,Data1,1,Fold1,1.0
OBS148,"USERSHARE(BuzzFeed_Fake_2,96)",Atom6,Model2,Data1,1,Fold1,1.0
OBS149,"USERSHARE(BuzzFeed_Fake_62,102)",Atom6,Model2,Data1,1,Fold1,1.0
OBS150,"USERSHARE(BuzzFeed_Fake_62,101)",Atom6,Model2,Data1,1,Fold1,1.0
OBS151,"USERSHARE(BuzzFeed_Fake_52,106)",Atom6,Model2,Data1,1,Fold1,1.0
OBS152,"USERSHARE(BuzzFeed_Fake_49,95)",Atom6,Model2,Data1,1,Fold1,1.0
OBS153,"USERSHARE(BuzzFeed_Fake_89,103)",Atom6,Model2,Data1,1,Fold1,1.0
OBS154,"USERSHARE(BuzzFeed_Fake_77,109)",Atom6,Model2,Data1,1,Fold1,1.0
OBS155,"USERSHARE(BuzzFeed_Fake_90,107)",Atom6,Model2,Data1,1,Fold1,1.0
OBS156,"USERSHARE(BuzzFeed_Fake_35,113)",Atom6,Model2,Data1,1,Fold1,1.0
OBS157,FAKENEWS(BuzzFeed_Fake_35),Atom2,Model2,Data1,1,Fold1,1.0
OBS158,BLOCK(BuzzFeed_Fake_35),Atom1,Model2,Data1,1,Fold1,1.0
OBS159,"USERSHARE(BuzzFeed_Fake_89,109)",Atom6,Model2,Data1,1,Fold1,1.0
OBS160,"USERSHARE(BuzzFeed_Fake_77,116)",Atom6,Model2,Data1,1,Fold1,1.0
OBS161,"USERSHARE(BuzzFeed_Fake_77,107)",Atom6,Model2,Data1,1,Fold1,1.0
OBS162,"USERSHARE(BuzzFeed_Fake_62,108)",Atom6,Model2,Data1,1,Fold1,1.0
OBS163,"USERSHARE(BuzzFeed_Fake_77,117)",Atom6,Model2,Data1,1,Fold1,1.0
OBS164,"USERSHARE(BuzzFeed_Fake_77,115)",Atom6,Model2,Data1,1,Fold1,1.0
OBS165,"USERSHARE(BuzzFeed_Fake_90,117)",Atom6,Model2,Data1,1,Fold1,1.0
OBS166,"USERSHARE(BuzzFeed_Fake_19,118)",Atom6,Model2,Data1,1,Fold1,1.0
OBS167,BLOCK(BuzzFeed_Fake_19),Atom1,Model2,Data1,1,Fold1,1.0
OBS168,FAKENEWS(BuzzFeed_Fake_19),Atom2,Model2,Data1,1,Fold1,1.0
OBS169,"USERSHARE(BuzzFeed_Fake_30,119)",Atom6,Model2,Data1,1,Fold1,1.0
OBS170,BLOCK(BuzzFeed_Fake_28),Atom1,Model2,Data1,1,Fold1,1.0
OBS171,"USERSHARE(BuzzFeed_Fake_28,119)",Atom6,Model2,Data1,1,Fold1,1.0
OBS172,"USERSHARE(BuzzFeed_Fake_59,111)",Atom6,Model2,Data1,1,Fold1,1.0
OBS173,"USERSHARE(BuzzFeed_Fake_51,119)",Atom6,Model2,Data1,1,Fold1,1.0
OBS174,BLOCK(BuzzFeed_Real_41),Atom1,Model2,Data1,1,Fold1,1.0
OBS175,"USERSHARE(BuzzFeed_Real_41,124)",Atom6,Model2,Data1,1,Fold1,1.0
OBS176,"USERSHARE(BuzzFeed_Fake_35,120)",Atom6,Model2,Data1,1,Fold1,1.0
OBS177,"USERSHARE(BuzzFeed_Real_81,127)",Atom6,Model2,Data1,1,Fold1,1.0
OBS178,BLOCK(BuzzFeed_Real_81),Atom1,Model2,Data1,1,Fold1,1.0
OBS179,"USERSHARE(BuzzFeed_Fake_62,121)",Atom6,Model2,Data1,1,Fold1,1.0
OBS180,"USERSHARE(BuzzFeed_Fake_19,132)",Atom6,Model2,Data1,1,Fold1,1.0
OBS181,"USERSHARE(BuzzFeed_Fake_33,130)",Atom6,Model2,Data1,1,Fold1,1.0
OBS182,"USERSHARE(BuzzFeed_Fake_49,136)",Atom6,Model2,Data1,1,Fold1,1.0
OBS183,"USERSHARE(BuzzFeed_Fake_62,138)",Atom6,Model2,Data1,1,Fold1,1.0
OBS184,"USERSHARE(BuzzFeed_Fake_62,133)",Atom6,Model2,Data1,1,Fold1,1.0
OBS185,"USERSHARE(BuzzFeed_Real_46,110)",Atom6,Model2,Data1,1,Fold1,1.0
OBS186,"USERSHARE(BuzzFeed_Fake_62,140)",Atom6,Model2,Data1,1,Fold1,1.0
OBS187,"USERSHARE(BuzzFeed_Fake_33,149)",Atom6,Model2,Data1,1,Fold1,1.0
OBS188,"USERSHARE(BuzzFeed_Fake_77,150)",Atom6,Model2,Data1,1,Fold1,1.0
OBS189,"USERSHARE(BuzzFeed_Fake_49,152)",Atom6,Model2,Data1,1,Fold1,1.0
OBS190,"USERSHARE(BuzzFeed_Fake_50,148)",Atom6,Model2,Data1,1,Fold1,1.0
OBS191,"USERSHARE(BuzzFeed_Fake_52,132)",Atom6,Model2,Data1,1,Fold1,1.0
OBS192,"USERSHARE(BuzzFeed_Fake_4,154)",Atom6,Model2,Data1,1,Fold1,1.0
OBS193,"USERSHARE(BuzzFeed_Real_46,156)",Atom6,Model2,Data1,1,Fold1,1.0
OBS194,"USERSHARE(BuzzFeed_Real_41,158)",Atom6,Model2,Data1,1,Fold1,1.0
OBS195,"USERSHARE(BuzzFeed_Fake_89,123)",Atom6,Model2,Data1,1,Fold1,1.0
OBS196,"USERSHARE(BuzzFeed_Fake_2,162)",Atom6,Model2,Data1,1,Fold1,1.0
OBS197,"USERSHARE(BuzzFeed_Fake_89,160)",Atom6,Model2,Data1,1,Fold1,1.0
OBS198,"USERSHARE(BuzzFeed_Fake_47,162)",Atom6,Model2,Data1,1,Fold1,1.0
OBS199,"USERSHARE(BuzzFeed_Fake_2,166)",Atom6,Model2,Data1,1,Fold1,1.0
OBS200,"USERSHARE(BuzzFeed_Fake_77,157)",Atom6,Model2,Data1,1,Fold1,1.0
OBS201,BLOCK(BuzzFeed_Real_62),Atom1,Model2,Data1,1,Fold1,1.0
OBS202,"USERSHARE(BuzzFeed_Real_62,163)",Atom6,Model2,Data1,1,Fold1,1.0
OBS203,BLOCK(BuzzFeed_Fake_84),Atom1,Model2,Data1,1,Fold1,1.0
OBS204,"USERSHARE(BuzzFeed_Fake_84,162)",Atom6,Model2,Data1,1,Fold1,1.0
OBS205,FAKENEWS(BuzzFeed_Fake_84),Atom2,Model2,Data1,1,Fold1,1.0
OBS206,"USERSHARE(BuzzFeed_Fake_49,170)",Atom6,Model2,Data1,1,Fold1,1.0
OBS207,"USERSHARE(BuzzFeed_Fake_49,169)",Atom6,Model2,Data1,1,Fold1,1.0
OBS208,"USERSHARE(BuzzFeed_Fake_2,167)",Atom6,Model2,Data1,1,Fold1,1.0
OBS209,"USERSHARE(BuzzFeed_Fake_2,172)",Atom6,Model2,Data1,1,Fold1,1.0
OBS210,BLOCK(BuzzFeed_Fake_78),Atom1,Model2,Data1,1,Fold1,1.0
OBS211,"USERSHARE(BuzzFeed_Fake_78,168)",Atom6,Model2,Data1,1,Fold1,1.0
OBS212,"USERSHARE(BuzzFeed_Fake_35,159)",Atom6,Model2,Data1,1,Fold1,1.0
OBS213,"USERSHARE(BuzzFeed_Fake_62,176)",Atom6,Model2,Data1,1,Fold1,1.0
OBS214,"USERSHARE(BuzzFeed_Fake_2,170)",Atom6,Model2,Data1,1,Fold1,1.0
OBS215,"USERSHARE(BuzzFeed_Fake_89,173)",Atom6,Model2,Data1,1,Fold1,1.0
OBS216,"USERSHARE(BuzzFeed_Fake_62,179)",Atom6,Model2,Data1,1,Fold1,1.0
OBS217,"USERSHARE(BuzzFeed_Fake_49,180)",Atom6,Model2,Data1,1,Fold1,1.0
OBS218,BLOCK(BuzzFeed_Fake_64),Atom1,Model2,Data1,1,Fold1,1.0
OBS219,FAKENEWS(BuzzFeed_Fake_64),Atom2,Model2,Data1,1,Fold1,1.0
OBS220,"USERSHARE(BuzzFeed_Fake_64,183)",Atom6,Model2,Data1,1,Fold1,1.0
OBS221,"USERSHARE(BuzzFeed_Fake_2,175)",Atom6,Model2,Data1,1,Fold1,1.0
OBS222,"USERSHARE(BuzzFeed_Fake_62,183)",Atom6,Model2,Data1,1,Fold1,1.0
OBS223,"USERSHARE(BuzzFeed_Real_46,182)",Atom6,Model2,Data1,1,Fold1,1.0
OBS224,"USERSHARE(BuzzFeed_Real_46,174)",Atom6,Model2,Data1,1,Fold1,1.0
OBS225,"USERSHARE(BuzzFeed_Fake_78,187)",Atom6,Model2,Data1,1,Fold1,1.0
OBS226,"USERSHARE(BuzzFeed_Fake_62,193)",Atom6,Model2,Data1,1,Fold1,1.0
OBS227,"USERSHARE(BuzzFeed_Fake_77,191)",Atom6,Model2,Data1,1,Fold1,1.0
OBS228,BLOCK(BuzzFeed_Real_2),Atom1,Model2,Data1,1,Fold1,1.0
OBS229,"USERSHARE(BuzzFeed_Real_2,192)",Atom6,Model2,Data1,1,Fold1,1.0
OBS230,"USERSHARE(BuzzFeed_Fake_22,198)",Atom6,Model2,Data1,1,Fold1,1.0
OBS231,BLOCK(BuzzFeed_Real_13),Atom1,Model2,Data1,1,Fold1,1.0
OBS232,"USERSHARE(BuzzFeed_Real_13,197)",Atom6,Model2,Data1,1,Fold1,1.0
OBS233,"USERSHARE(BuzzFeed_Fake_36,194)",Atom6,Model2,Data1,1,Fold1,1.0
OBS234,"USERSHARE(BuzzFeed_Fake_30,198)",Atom6,Model2,Data1,1,Fold1,1.0
OBS235,"USERSHARE(BuzzFeed_Fake_24,201)",Atom6,Model2,Data1,1,Fold1,1.0
OBS236,"USERSHARE(BuzzFeed_Fake_62,204)",Atom6,Model2,Data1,1,Fold1,1.0
OBS237,"USERSHARE(BuzzFeed_Fake_47,198)",Atom6,Model2,Data1,1,Fold1,1.0
OBS238,"USERSHARE(BuzzFeed_Real_46,205)",Atom6,Model2,Data1,1,Fold1,1.0
OBS239,"USERSHARE(BuzzFeed_Fake_49,215)",Atom6,Model2,Data1,1,Fold1,1.0
OBS240,"USERSHARE(BuzzFeed_Fake_90,209)",Atom6,Model2,Data1,1,Fold1,1.0
OBS241,"USERSHARE(BuzzFeed_Fake_14,220)",Atom6,Model2,Data1,1,Fold1,1.0
OBS242,"USERSHARE(BuzzFeed_Fake_9,206)",Atom6,Model2,Data1,1,Fold1,1.0
OBS243,BLOCK(BuzzFeed_Fake_9),Atom1,Model2,Data1,1,Fold1,1.0
OBS244,"USERSHARE(BuzzFeed_Fake_24,220)",Atom6,Model2,Data1,1,Fold1,1.0
OBS245,"USERSHARE(BuzzFeed_Fake_35,220)",Atom6,Model2,Data1,1,Fold1,1.0
OBS246,"USERSHARE(BuzzFeed_Fake_49,216)",Atom6,Model2,Data1,1,Fold1,1.0
OBS247,"USERSHARE(BuzzFeed_Fake_90,218)",Atom6,Model2,Data1,1,Fold1,1.0
OBS248,"USERSHARE(BuzzFeed_Fake_80,219)",Atom6,Model2,Data1,1,Fold1,1.0
OBS249,"USERSHARE(BuzzFeed_Real_13,151)",Atom6,Model2,Data1,1,Fold1,1.0
OBS250,"USERSHARE(BuzzFeed_Fake_62,221)",Atom6,Model2,Data1,1,Fold1,1.0
OBS251,"USERSHARE(BuzzFeed_Fake_49,220)",Atom6,Model2,Data1,1,Fold1,1.0
OBS252,"USERSHARE(BuzzFeed_Fake_77,220)",Atom6,Model2,Data1,1,Fold1,1.0
OBS253,"USERSHARE(BuzzFeed_Fake_69,226)",Atom6,Model2,Data1,1,Fold1,1.0
OBS254,"USERSHARE(BuzzFeed_Fake_62,222)",Atom6,Model2,Data1,1,Fold1,1.0
OBS255,"USERSHARE(BuzzFeed_Fake_4,211)",Atom6,Model2,Data1,1,Fold1,1.0
OBS256,"USERSHARE(BuzzFeed_Fake_36,223)",Atom6,Model2,Data1,1,Fold1,1.0
OBS257,"USERSHARE(BuzzFeed_Fake_62,230)",Atom6,Model2,Data1,1,Fold1,1.0
OBS258,BLOCK(BuzzFeed_Fake_21),Atom1,Model2,Data1,1,Fold1,1.0
OBS259,FAKENEWS(BuzzFeed_Fake_21),Atom2,Model2,Data1,1,Fold1,1.0
OBS260,"USERSHARE(BuzzFeed_Fake_21,232)",Atom6,Model2,Data1,1,Fold1,1.0
OBS261,"USERSHARE(BuzzFeed_Fake_71,229)",Atom6,Model2,Data1,1,Fold1,1.0
OBS262,"USERSHARE(BuzzFeed_Fake_80,207)",Atom6,Model2,Data1,1,Fold1,1.0
OBS263,"USERSHARE(BuzzFeed_Fake_49,234)",Atom6,Model2,Data1,1,Fold1,1.0
OBS264,"USERSHARE(BuzzFeed_Fake_77,236)",Atom6,Model2,Data1,1,Fold1,1.0
