AtomID,Argument,Position,Model,Dataset,Fold_number,fold_id
RVA46,InstArg46,1,Model2,Data1,1,Fold1
RVA47,InstArg47,1,Model2,Data1,1,Fold1
RVA48,InstArg48,1,Model2,Data1,1,Fold1
RVA49,InstArg49,1,Model2,Data1,1,Fold1
RVA50,InstArg50,1,Model2,Data1,1,Fold1
RVA51,InstArg51,1,Model2,Data1,1,Fold1
RVA52,InstArg52,1,Model2,Data1,1,Fold1
RVA53,InstArg53,1,Model2,Data1,1,Fold1
RVA54,InstArg54,1,Model2,Data1,1,Fold1
RVA55,InstArg55,1,Model2,Data1,1,Fold1
RVA56,InstArg56,1,Model2,Data1,1,Fold1
RVA57,InstArg57,1,Model2,Data1,1,Fold1
RVA58,InstArg58,1,Model2,Data1,1,Fold1
RVA59,InstArg59,1,Model2,Data1,1,Fold1
RVA60,InstArg60,1,Model2,Data1,1,Fold1
RVA61,InstArg61,1,Model2,Data1,1,Fold1
RVA62,InstArg62,1,Model2,Data1,1,Fold1
RVA63,InstArg63,1,Model2,Data1,1,Fold1
RVA64,InstArg64,1,Model2,Data1,1,Fold1
RVA65,InstArg65,1,Model2,Data1,1,Fold1
RVA66,InstArg66,1,Model2,Data1,1,Fold1
RVA67,InstArg67,1,Model2,Data1,1,Fold1
RVA68,InstArg68,1,Model2,Data1,1,Fold1
RVA69,InstArg69,1,Model2,Data1,1,Fold1
RVA70,InstArg70,1,Model2,Data1,1,Fold1
RVA71,InstArg71,1,Model2,Data1,1,Fold1
RVA72,InstArg72,1,Model2,Data1,1,Fold1
RVA73,InstArg73,1,Model2,Data1,1,Fold1
RVA74,InstArg74,1,Model2,Data1,1,Fold1
RVA75,InstArg75,1,Model2,Data1,1,Fold1
RVA76,InstArg76,1,Model2,Data1,1,Fold1
RVA77,InstArg77,1,Model2,Data1,1,Fold1
RVA78,InstArg78,1,Model2,Data1,1,Fold1
RVA79,InstArg79,1,Model2,Data1,1,Fold1
RVA80,InstArg80,1,Model2,Data1,1,Fold1
RVA81,InstArg81,1,Model2,Data1,1,Fold1
RVA82,InstArg82,1,Model2,Data1,1,Fold1
RVA83,InstArg83,1,Model2,Data1,1,Fold1
RVA84,InstArg84,1,Model2,Data1,1,Fold1
RVA85,InstArg85,1,Model2,Data1,1,Fold1
RVA86,InstArg86,1,Model2,Data1,1,Fold1
RVA87,InstArg87,1,Model2,Data1,1,Fold1
RVA88,InstArg88,1,Model2,Data1,1,Fold1
RVA89,InstArg89,1,Model2,Data1,1,Fold1
RVA90,InstArg90,1,Model2,Data1,1,Fold1
RVA91,InstArg91,1,Model2,Data1,1,Fold1
RVA92,InstArg92,1,Model2,Data1,1,Fold1
RVA93,InstArg93,1,Model2,Data1,1,Fold1
RVA94,InstArg94,1,Model2,Data1,1,Fold1
RVA95,InstArg95,1,Model2,Data1,1,Fold1
RVA96,InstArg96,1,Model2,Data1,1,Fold1
RVA97,InstArg97,1,Model2,Data1,1,Fold1
RVA98,InstArg98,1,Model2,Data1,1,Fold1
RVA99,InstArg99,1,Model2,Data1,1,Fold1
RVA100,InstArg100,1,Model2,Data1,1,Fold1
RVA101,InstArg101,1,Model2,Data1,1,Fold1
RVA102,InstArg102,1,Model2,Data1,1,Fold1
RVA103,InstArg103,1,Model2,Data1,1,Fold1
RVA104,InstArg104,1,Model2,Data1,1,Fold1
RVA105,InstArg105,1,Model2,Data1,1,Fold1
RVA106,InstArg106,1,Model2,Data1,1,Fold1
RVA107,InstArg107,1,Model2,Data1,1,Fold1
RVA108,InstArg108,1,Model2,Data1,1,Fold1
RVA109,InstArg109,1,Model2,Data1,1,Fold1
RVA110,InstArg110,1,Model2,Data1,1,Fold1
RVA111,InstArg111,1,Model2,Data1,1,Fold1
RVA112,InstArg112,1,Model2,Data1,1,Fold1
RVA113,InstArg113,1,Model2,Data1,1,Fold1
RVA114,InstArg114,1,Model2,Data1,1,Fold1
RVA115,InstArg115,1,Model2,Data1,1,Fold1
RVA116,InstArg116,1,Model2,Data1,1,Fold1
RVA117,InstArg117,1,Model2,Data1,1,Fold1
RVA118,InstArg118,1,Model2,Data1,1,Fold1
RVA119,InstArg119,1,Model2,Data1,1,Fold1
RVA120,InstArg120,1,Model2,Data1,1,Fold1
RVA121,InstArg121,1,Model2,Data1,1,Fold1
RVA122,InstArg122,1,Model2,Data1,1,Fold1
RVA123,InstArg123,1,Model2,Data1,1,Fold1
RVA124,InstArg124,1,Model2,Data1,1,Fold1
RVA125,InstArg125,1,Model2,Data1,1,Fold1
RVA126,InstArg126,1,Model2,Data1,1,Fold1
RVA127,InstArg127,1,Model2,Data1,1,Fold1
RVA128,InstArg128,1,Model2,Data1,1,Fold1
RVA129,InstArg129,1,Model2,Data1,1,Fold1
RVA130,InstArg130,1,Model2,Data1,1,Fold1
RVA131,InstArg131,1,Model2,Data1,1,Fold1
RVA132,InstArg132,1,Model2,Data1,1,Fold1
RVA133,InstArg133,1,Model2,Data1,1,Fold1
RVA134,InstArg134,1,Model2,Data1,1,Fold1
RVA135,InstArg135,1,Model2,Data1,1,Fold1
RVA136,InstArg136,1,Model2,Data1,1,Fold1
RVA137,InstArg137,1,Model2,Data1,1,Fold1
RVA138,InstArg138,1,Model2,Data1,1,Fold1
RVA139,InstArg139,1,Model2,Data1,1,Fold1
RVA140,InstArg140,1,Model2,Data1,1,Fold1
RVA141,InstArg141,1,Model2,Data1,1,Fold1
RVA142,InstArg142,1,Model2,Data1,1,Fold1
RVA143,InstArg143,1,Model2,Data1,1,Fold1
RVA144,InstArg144,1,Model2,Data1,1,Fold1
RVA145,InstArg145,1,Model2,Data1,1,Fold1
RVA146,InstArg146,1,Model2,Data1,1,Fold1
RVA147,InstArg147,1,Model2,Data1,1,Fold1
RVA148,InstArg148,1,Model2,Data1,1,Fold1
RVA149,InstArg149,1,Model2,Data1,1,Fold1
RVA150,InstArg150,1,Model2,Data1,1,Fold1
RVA151,InstArg151,1,Model2,Data1,1,Fold1
RVA152,InstArg152,1,Model2,Data1,1,Fold1
RVA153,InstArg153,1,Model2,Data1,1,Fold1
RVA154,InstArg154,1,Model2,Data1,1,Fold1
RVA155,InstArg155,1,Model2,Data1,1,Fold1
RVA156,InstArg156,1,Model2,Data1,1,Fold1
RVA157,InstArg157,1,Model2,Data1,1,Fold1
RVA158,InstArg158,1,Model2,Data1,1,Fold1
RVA159,InstArg159,1,Model2,Data1,1,Fold1
RVA160,InstArg160,1,Model2,Data1,1,Fold1
RVA161,InstArg161,1,Model2,Data1,1,Fold1
RVA162,InstArg162,1,Model2,Data1,1,Fold1
RVA163,InstArg163,1,Model2,Data1,1,Fold1
RVA164,InstArg164,1,Model2,Data1,1,Fold1
RVA165,InstArg165,1,Model2,Data1,1,Fold1
RVA166,InstArg166,1,Model2,Data1,1,Fold1
RVA167,InstArg167,1,Model2,Data1,1,Fold1
RVA168,InstArg168,1,Model2,Data1,1,Fold1
RVA169,InstArg169,1,Model2,Data1,1,Fold1
RVA170,InstArg170,1,Model2,Data1,1,Fold1
RVA171,InstArg171,1,Model2,Data1,1,Fold1
RVA172,InstArg172,1,Model2,Data1,1,Fold1
RVA173,InstArg173,1,Model2,Data1,1,Fold1
RVA174,InstArg174,1,Model2,Data1,1,Fold1
RVA175,InstArg175,1,Model2,Data1,1,Fold1
RVA176,InstArg176,1,Model2,Data1,1,Fold1
RVA177,InstArg177,1,Model2,Data1,1,Fold1
RVA178,InstArg178,1,Model2,Data1,1,Fold1
RVA179,InstArg179,1,Model2,Data1,1,Fold1
RVA180,InstArg180,1,Model2,Data1,1,Fold1
RVA181,InstArg181,1,Model2,Data1,1,Fold1
RVA182,InstArg182,1,Model2,Data1,1,Fold1
RVA183,InstArg183,1,Model2,Data1,1,Fold1
RVA184,InstArg184,1,Model2,Data1,1,Fold1
RVA185,InstArg185,1,Model2,Data1,1,Fold1
RVA186,InstArg186,1,Model2,Data1,1,Fold1
RVA187,InstArg187,1,Model2,Data1,1,Fold1
RVA188,InstArg188,1,Model2,Data1,1,Fold1
RVA189,InstArg189,1,Model2,Data1,1,Fold1
RVA190,InstArg190,1,Model2,Data1,1,Fold1
RVA191,InstArg191,1,Model2,Data1,1,Fold1
RVA192,InstArg192,1,Model2,Data1,1,Fold1
RVA193,InstArg193,1,Model2,Data1,1,Fold1
RVA194,InstArg194,1,Model2,Data1,1,Fold1
RVA195,InstArg195,1,Model2,Data1,1,Fold1
RVA196,InstArg196,1,Model2,Data1,1,Fold1
RVA197,InstArg197,1,Model2,Data1,1,Fold1
RVA198,InstArg198,1,Model2,Data1,1,Fold1
RVA199,InstArg199,1,Model2,Data1,1,Fold1
RVA200,InstArg200,1,Model2,Data1,1,Fold1
RVA201,InstArg201,1,Model2,Data1,1,Fold1
RVA202,InstArg202,1,Model2,Data1,1,Fold1
RVA203,InstArg203,1,Model2,Data1,1,Fold1
RVA204,InstArg204,1,Model2,Data1,1,Fold1
RVA205,InstArg205,1,Model2,Data1,1,Fold1
RVA206,InstArg206,1,Model2,Data1,1,Fold1
RVA207,InstArg207,1,Model2,Data1,1,Fold1
RVA208,InstArg208,1,Model2,Data1,1,Fold1
RVA209,InstArg209,1,Model2,Data1,1,Fold1
RVA210,InstArg210,1,Model2,Data1,1,Fold1
RVA211,InstArg211,1,Model2,Data1,1,Fold1
RVA212,InstArg212,1,Model2,Data1,1,Fold1
RVA213,InstArg213,1,Model2,Data1,1,Fold1
RVA214,InstArg214,1,Model2,Data1,1,Fold1
RVA215,InstArg215,1,Model2,Data1,1,Fold1
RVA216,InstArg216,1,Model2,Data1,1,Fold1
RVA217,InstArg217,1,Model2,Data1,1,Fold1
RVA218,InstArg218,1,Model2,Data1,1,Fold1
RVA219,InstArg219,1,Model2,Data1,1,Fold1
RVA220,InstArg220,1,Model2,Data1,1,Fold1
RVA221,InstArg221,1,Model2,Data1,1,Fold1
RVA222,InstArg222,1,Model2,Data1,1,Fold1
RVA223,InstArg223,1,Model2,Data1,1,Fold1
RVA224,InstArg224,1,Model2,Data1,1,Fold1
RVA225,InstArg225,1,Model2,Data1,1,Fold1
RVA226,InstArg226,1,Model2,Data1,1,Fold1
RVA227,InstArg227,1,Model2,Data1,1,Fold1
RVA228,InstArg228,1,Model2,Data1,1,Fold1
RVA229,InstArg229,1,Model2,Data1,1,Fold1
RVA230,InstArg230,1,Model2,Data1,1,Fold1
RVA231,InstArg231,1,Model2,Data1,1,Fold1
RVA232,InstArg232,1,Model2,Data1,1,Fold1
RVA233,InstArg233,1,Model2,Data1,1,Fold1
RVA234,InstArg234,1,Model2,Data1,1,Fold1
RVA235,InstArg235,1,Model2,Data1,1,Fold1
RVA236,InstArg236,1,Model2,Data1,1,Fold1
RVA237,InstArg237,1,Model2,Data1,1,Fold1
RVA238,InstArg238,1,Model2,Data1,1,Fold1
RVA239,InstArg239,1,Model2,Data1,1,Fold1
RVA240,InstArg240,1,Model2,Data1,1,Fold1
RVA241,InstArg241,1,Model2,Data1,1,Fold1
RVA242,InstArg242,1,Model2,Data1,1,Fold1
RVA243,InstArg243,1,Model2,Data1,1,Fold1
RVA244,InstArg244,1,Model2,Data1,1,Fold1
RVA245,InstArg245,1,Model2,Data1,1,Fold1
RVA246,InstArg246,1,Model2,Data1,1,Fold1
RVA247,InstArg247,1,Model2,Data1,1,Fold1
RVA248,InstArg248,1,Model2,Data1,1,Fold1
RVA249,InstArg249,1,Model2,Data1,1,Fold1
RVA250,InstArg250,1,Model2,Data1,1,Fold1
RVA251,InstArg251,1,Model2,Data1,1,Fold1
RVA252,InstArg252,1,Model2,Data1,1,Fold1
RVA253,InstArg253,1,Model2,Data1,1,Fold1
RVA254,InstArg254,1,Model2,Data1,1,Fold1
RVA255,InstArg255,1,Model2,Data1,1,Fold1
RVA256,InstArg256,1,Model2,Data1,1,Fold1
RVA257,InstArg257,1,Model2,Data1,1,Fold1
RVA258,InstArg258,1,Model2,Data1,1,Fold1
RVA259,InstArg259,1,Model2,Data1,1,Fold1
RVA260,InstArg260,1,Model2,Data1,1,Fold1
RVA261,InstArg261,1,Model2,Data1,1,Fold1
RVA262,InstArg262,1,Model2,Data1,1,Fold1
RVA263,InstArg263,1,Model2,Data1,1,Fold1
RVA264,InstArg264,1,Model2,Data1,1,Fold1
RVA265,InstArg265,1,Model2,Data1,1,Fold1
RVA266,InstArg266,1,Model2,Data1,1,Fold1
RVA267,InstArg267,1,Model2,Data1,1,Fold1
RVA268,InstArg268,1,Model2,Data1,1,Fold1
RVA269,InstArg269,1,Model2,Data1,1,Fold1
RVA270,InstArg270,1,Model2,Data1,1,Fold1
RVA271,InstArg271,1,Model2,Data1,1,Fold1
RVA272,InstArg272,1,Model2,Data1,1,Fold1
RVA273,InstArg273,1,Model2,Data1,1,Fold1
RVA274,InstArg274,1,Model2,Data1,1,Fold1
RVA275,InstArg275,1,Model2,Data1,1,Fold1
RVA276,InstArg276,1,Model2,Data1,1,Fold1
RVA277,InstArg277,1,Model2,Data1,1,Fold1
RVA278,InstArg278,1,Model2,Data1,1,Fold1
RVA279,InstArg279,1,Model2,Data1,1,Fold1
RVA280,InstArg280,1,Model2,Data1,1,Fold1
RVA281,InstArg281,1,Model2,Data1,1,Fold1
RVA282,InstArg282,1,Model2,Data1,1,Fold1
RVA283,InstArg283,1,Model2,Data1,1,Fold1
RVA284,InstArg284,1,Model2,Data1,1,Fold1
RVA285,InstArg285,1,Model2,Data1,1,Fold1
RVA286,InstArg286,1,Model2,Data1,1,Fold1
RVA287,InstArg287,1,Model2,Data1,1,Fold1
RVA288,InstArg288,1,Model2,Data1,1,Fold1
RVA289,InstArg289,1,Model2,Data1,1,Fold1
RVA290,InstArg290,1,Model2,Data1,1,Fold1
RVA291,InstArg291,1,Model2,Data1,1,Fold1
RVA292,InstArg292,1,Model2,Data1,1,Fold1
RVA293,InstArg293,1,Model2,Data1,1,Fold1
RVA294,InstArg294,1,Model2,Data1,1,Fold1
RVA295,InstArg295,1,Model2,Data1,1,Fold1
RVA296,InstArg296,1,Model2,Data1,1,Fold1
RVA297,InstArg297,1,Model2,Data1,1,Fold1
RVA298,InstArg298,1,Model2,Data1,1,Fold1
RVA299,InstArg299,1,Model2,Data1,1,Fold1
RVA300,InstArg300,1,Model2,Data1,1,Fold1
RVA301,InstArg301,1,Model2,Data1,1,Fold1
RVA302,InstArg302,1,Model2,Data1,1,Fold1
RVA303,InstArg303,1,Model2,Data1,1,Fold1
RVA304,InstArg304,1,Model2,Data1,1,Fold1
RVA305,InstArg305,1,Model2,Data1,1,Fold1
RVA306,InstArg306,1,Model2,Data1,1,Fold1
RVA307,InstArg307,1,Model2,Data1,1,Fold1
RVA308,InstArg308,1,Model2,Data1,1,Fold1
RVA309,InstArg309,1,Model2,Data1,1,Fold1
RVA310,InstArg310,1,Model2,Data1,1,Fold1
RVA311,InstArg311,1,Model2,Data1,1,Fold1
RVA312,InstArg312,1,Model2,Data1,1,Fold1
RVA313,InstArg313,1,Model2,Data1,1,Fold1
RVA314,InstArg314,1,Model2,Data1,1,Fold1
RVA315,InstArg315,1,Model2,Data1,1,Fold1
RVA316,InstArg316,1,Model2,Data1,1,Fold1
RVA317,InstArg317,1,Model2,Data1,1,Fold1
RVA318,InstArg318,1,Model2,Data1,1,Fold1
RVA319,InstArg319,1,Model2,Data1,1,Fold1
RVA320,InstArg320,1,Model2,Data1,1,Fold1
RVA321,InstArg321,1,Model2,Data1,1,Fold1
RVA322,InstArg322,1,Model2,Data1,1,Fold1
RVA323,InstArg323,1,Model2,Data1,1,Fold1
RVA324,InstArg324,1,Model2,Data1,1,Fold1
RVA325,InstArg325,1,Model2,Data1,1,Fold1
RVA326,InstArg326,1,Model2,Data1,1,Fold1
RVA327,InstArg327,1,Model2,Data1,1,Fold1
RVA328,InstArg328,1,Model2,Data1,1,Fold1
RVA329,InstArg329,1,Model2,Data1,1,Fold1
RVA330,InstArg330,1,Model2,Data1,1,Fold1
RVA331,InstArg331,1,Model2,Data1,1,Fold1
RVA332,InstArg332,1,Model2,Data1,1,Fold1
RVA333,InstArg333,1,Model2,Data1,1,Fold1
RVA334,InstArg334,1,Model2,Data1,1,Fold1
RVA335,InstArg335,1,Model2,Data1,1,Fold1
RVA336,InstArg336,1,Model2,Data1,1,Fold1
RVA337,InstArg337,1,Model2,Data1,1,Fold1
RVA338,InstArg338,1,Model2,Data1,1,Fold1
RVA339,InstArg339,1,Model2,Data1,1,Fold1
RVA340,InstArg340,1,Model2,Data1,1,Fold1
RVA341,InstArg341,1,Model2,Data1,1,Fold1
RVA342,InstArg342,1,Model2,Data1,1,Fold1
RVA343,InstArg343,1,Model2,Data1,1,Fold1
RVA344,InstArg344,1,Model2,Data1,1,Fold1
RVA345,InstArg345,1,Model2,Data1,1,Fold1
RVA346,InstArg346,1,Model2,Data1,1,Fold1
RVA347,InstArg347,1,Model2,Data1,1,Fold1
RVA348,InstArg348,1,Model2,Data1,1,Fold1
RVA349,InstArg349,1,Model2,Data1,1,Fold1
RVA350,InstArg350,1,Model2,Data1,1,Fold1
RVA351,InstArg351,1,Model2,Data1,1,Fold1
RVA352,InstArg352,1,Model2,Data1,1,Fold1
RVA353,InstArg353,1,Model2,Data1,1,Fold1
RVA354,InstArg354,1,Model2,Data1,1,Fold1
RVA355,InstArg355,1,Model2,Data1,1,Fold1
RVA356,InstArg356,1,Model2,Data1,1,Fold1
RVA357,InstArg357,1,Model2,Data1,1,Fold1
RVA358,InstArg358,1,Model2,Data1,1,Fold1
RVA359,InstArg359,1,Model2,Data1,1,Fold1
RVA360,InstArg360,1,Model2,Data1,1,Fold1
RVA361,InstArg361,1,Model2,Data1,1,Fold1
RVA362,InstArg362,1,Model2,Data1,1,Fold1
RVA363,InstArg363,1,Model2,Data1,1,Fold1
RVA364,InstArg364,1,Model2,Data1,1,Fold1
RVA365,InstArg365,1,Model2,Data1,1,Fold1
RVA366,InstArg366,1,Model2,Data1,1,Fold1
RVA367,InstArg367,1,Model2,Data1,1,Fold1
RVA368,InstArg368,1,Model2,Data1,1,Fold1
RVA369,InstArg369,1,Model2,Data1,1,Fold1
RVA370,InstArg370,1,Model2,Data1,1,Fold1
RVA371,InstArg371,1,Model2,Data1,1,Fold1
RVA372,InstArg372,1,Model2,Data1,1,Fold1
RVA373,InstArg373,1,Model2,Data1,1,Fold1
RVA374,InstArg374,1,Model2,Data1,1,Fold1
RVA375,InstArg375,1,Model2,Data1,1,Fold1
RVA376,InstArg376,1,Model2,Data1,1,Fold1
RVA377,InstArg377,1,Model2,Data1,1,Fold1
RVA378,InstArg378,1,Model2,Data1,1,Fold1
RVA379,InstArg379,1,Model2,Data1,1,Fold1
RVA380,InstArg380,1,Model2,Data1,1,Fold1
RVA381,InstArg381,1,Model2,Data1,1,Fold1
RVA382,InstArg382,1,Model2,Data1,1,Fold1
RVA383,InstArg383,1,Model2,Data1,1,Fold1
RVA384,InstArg384,1,Model2,Data1,1,Fold1
RVA385,InstArg385,1,Model2,Data1,1,Fold1
RVA386,InstArg386,1,Model2,Data1,1,Fold1
RVA387,InstArg387,1,Model2,Data1,1,Fold1
RVA388,InstArg388,1,Model2,Data1,1,Fold1
RVA389,InstArg389,1,Model2,Data1,1,Fold1
RVA390,InstArg390,1,Model2,Data1,1,Fold1
RVA391,InstArg391,1,Model2,Data1,1,Fold1
RVA392,InstArg392,1,Model2,Data1,1,Fold1
RVA393,InstArg393,1,Model2,Data1,1,Fold1
RVA394,InstArg394,1,Model2,Data1,1,Fold1
RVA395,InstArg395,1,Model2,Data1,1,Fold1
RVA396,InstArg396,1,Model2,Data1,1,Fold1
RVA397,InstArg397,1,Model2,Data1,1,Fold1
RVA398,InstArg398,1,Model2,Data1,1,Fold1
RVA399,InstArg399,1,Model2,Data1,1,Fold1
RVA400,InstArg400,1,Model2,Data1,1,Fold1
RVA401,InstArg401,1,Model2,Data1,1,Fold1
RVA402,InstArg402,1,Model2,Data1,1,Fold1
RVA403,InstArg403,1,Model2,Data1,1,Fold1
RVA404,InstArg404,1,Model2,Data1,1,Fold1
RVA405,InstArg405,1,Model2,Data1,1,Fold1
RVA406,InstArg406,1,Model2,Data1,1,Fold1
RVA407,InstArg407,1,Model2,Data1,1,Fold1
RVA408,InstArg408,1,Model2,Data1,1,Fold1
RVA409,InstArg409,1,Model2,Data1,1,Fold1
RVA410,InstArg410,1,Model2,Data1,1,Fold1
RVA411,InstArg411,1,Model2,Data1,1,Fold1
RVA412,InstArg412,1,Model2,Data1,1,Fold1
RVA413,InstArg413,1,Model2,Data1,1,Fold1
RVA414,InstArg414,1,Model2,Data1,1,Fold1
RVA415,InstArg415,1,Model2,Data1,1,Fold1
RVA416,InstArg416,1,Model2,Data1,1,Fold1
RVA417,InstArg417,1,Model2,Data1,1,Fold1
RVA418,InstArg418,1,Model2,Data1,1,Fold1
RVA419,InstArg419,1,Model2,Data1,1,Fold1
RVA420,InstArg420,1,Model2,Data1,1,Fold1
RVA421,InstArg421,1,Model2,Data1,1,Fold1
RVA422,InstArg422,1,Model2,Data1,1,Fold1
RVA423,InstArg423,1,Model2,Data1,1,Fold1
RVA424,InstArg424,1,Model2,Data1,1,Fold1
RVA425,InstArg425,1,Model2,Data1,1,Fold1
RVA426,InstArg426,1,Model2,Data1,1,Fold1
RVA427,InstArg427,1,Model2,Data1,1,Fold1
RVA428,InstArg428,1,Model2,Data1,1,Fold1
RVA429,InstArg429,1,Model2,Data1,1,Fold1
RVA430,InstArg430,1,Model2,Data1,1,Fold1
RVA431,InstArg431,1,Model2,Data1,1,Fold1
RVA432,InstArg432,1,Model2,Data1,1,Fold1
RVA433,InstArg433,1,Model2,Data1,1,Fold1
RVA434,InstArg434,1,Model2,Data1,1,Fold1
RVA435,InstArg435,1,Model2,Data1,1,Fold1
RVA436,InstArg436,1,Model2,Data1,1,Fold1
RVA437,InstArg437,1,Model2,Data1,1,Fold1
RVA438,InstArg438,1,Model2,Data1,1,Fold1
RVA439,InstArg439,1,Model2,Data1,1,Fold1
RVA440,InstArg440,1,Model2,Data1,1,Fold1
RVA441,InstArg441,1,Model2,Data1,1,Fold1
RVA442,InstArg442,1,Model2,Data1,1,Fold1
RVA443,InstArg443,1,Model2,Data1,1,Fold1
RVA444,InstArg444,1,Model2,Data1,1,Fold1
RVA445,InstArg445,1,Model2,Data1,1,Fold1
RVA446,InstArg446,1,Model2,Data1,1,Fold1
RVA447,InstArg447,1,Model2,Data1,1,Fold1
RVA448,InstArg448,1,Model2,Data1,1,Fold1
RVA449,InstArg449,1,Model2,Data1,1,Fold1
RVA450,InstArg450,1,Model2,Data1,1,Fold1
RVA451,InstArg451,1,Model2,Data1,1,Fold1
RVA452,InstArg452,1,Model2,Data1,1,Fold1
RVA453,InstArg453,1,Model2,Data1,1,Fold1
RVA454,InstArg454,1,Model2,Data1,1,Fold1
RVA455,InstArg455,1,Model2,Data1,1,Fold1
RVA456,InstArg456,1,Model2,Data1,1,Fold1
RVA457,InstArg457,1,Model2,Data1,1,Fold1
RVA458,InstArg458,1,Model2,Data1,1,Fold1
RVA459,InstArg459,1,Model2,Data1,1,Fold1
RVA460,InstArg460,1,Model2,Data1,1,Fold1
RVA461,InstArg461,1,Model2,Data1,1,Fold1
RVA462,InstArg462,1,Model2,Data1,1,Fold1
RVA463,InstArg463,1,Model2,Data1,1,Fold1
RVA464,InstArg464,1,Model2,Data1,1,Fold1
RVA465,InstArg465,1,Model2,Data1,1,Fold1
RVA466,InstArg466,1,Model2,Data1,1,Fold1
RVA467,InstArg467,1,Model2,Data1,1,Fold1
RVA468,InstArg468,1,Model2,Data1,1,Fold1
RVA469,InstArg469,1,Model2,Data1,1,Fold1
RVA470,InstArg470,1,Model2,Data1,1,Fold1
RVA471,InstArg471,1,Model2,Data1,1,Fold1
RVA472,InstArg472,1,Model2,Data1,1,Fold1
RVA473,InstArg473,1,Model2,Data1,1,Fold1
RVA474,InstArg474,1,Model2,Data1,1,Fold1
RVA475,InstArg475,1,Model2,Data1,1,Fold1
RVA476,InstArg476,1,Model2,Data1,1,Fold1
RVA477,InstArg477,1,Model2,Data1,1,Fold1
RVA478,InstArg478,1,Model2,Data1,1,Fold1
RVA479,InstArg479,1,Model2,Data1,1,Fold1
RVA480,InstArg480,1,Model2,Data1,1,Fold1
RVA481,InstArg481,1,Model2,Data1,1,Fold1
RVA482,InstArg482,1,Model2,Data1,1,Fold1
RVA483,InstArg483,1,Model2,Data1,1,Fold1
RVA484,InstArg484,1,Model2,Data1,1,Fold1
RVA485,InstArg485,1,Model2,Data1,1,Fold1
RVA486,InstArg486,1,Model2,Data1,1,Fold1
RVA487,InstArg487,1,Model2,Data1,1,Fold1
RVA488,InstArg488,1,Model2,Data1,1,Fold1
RVA489,InstArg489,1,Model2,Data1,1,Fold1
RVA490,InstArg490,1,Model2,Data1,1,Fold1
RVA491,InstArg491,1,Model2,Data1,1,Fold1
RVA492,InstArg492,1,Model2,Data1,1,Fold1
RVA493,InstArg493,1,Model2,Data1,1,Fold1
RVA494,InstArg494,1,Model2,Data1,1,Fold1
RVA495,InstArg495,1,Model2,Data1,1,Fold1
RVA496,InstArg496,1,Model2,Data1,1,Fold1
RVA497,InstArg497,1,Model2,Data1,1,Fold1
